AssetID,GSP Grouping / Default Order,Map / License Area,Substation,Upstream GSP,Upstream BSP,Substation Type,Voltage (kV),Location Latitude,Location Longitude,Grid Reference,Substation Comment,LTDS CIM Nodes,Transformer Nameplate Ratings,Single Transformer Site,Maximum Observed Gross Demand (MVA),Minimum Observed Gross Demand (MVA),Contracted Demand Excl BESS (MVA),Contracted BESS Demand (MVA),Estimated Demand Headroom (MVA),Substation Demand RAG Status,Demand Constraint,TIA Threshold,Connected Generation (MW),Contracted Generation (MW),Technical Limits Agreed at GSP,Estimated Generation Headroom (MW),3-Phase Break Fault Rating (kA),3-Phase Break Fault Level (kA),Substation Generation RAG Status,Generation Constraint,Upstream Reinforcement Works,Upstream Reinforcement Completion Date,Substation Reinforcement Works,Substation Reinforcement Completion Date
E - CHIC - 02,E - CHIC - 02,England / SEPD,Chickerell BSP,Chickerell GSP,N/A,BSP,132 / 33,50.623273,-2.4893718,SY 65479 80511,,"13855, 14163, 26630",2 x 45 / 90MVA,No,84.78,12.21,20.32,110.69,21.20,Green,,5MW,69.11,125.13,Yes,0.00,17.50,13.67,Red,Substation Thermal Capacity & Upstream Thermal Capacity,,,"Add a 3rd 90MVA transformer (May-27)

Replace the 33kV board with 31.5kA break / 78.8kA make switchgear",Feb-28
E - CHIC - 03,E - CHIC - 03,England / SEPD,Cerne Abbas Primary,Chickerell GSP,Chickerell BSP,Primary,33 / 11,50.807908,-2.4819181,ST 66140 01039,,90027,1 x 2MVA,Yes,1.37,0.20,0.02,0.00,2.00,Green,,5MW,0.00,0.00,Yes,0.00,13.10,1.77,Red,Upstream Thermal Capacity,,,"Relocate Cerne Abbas Primary to allow replacement of the entire substation, replace the existing transformer with a 4MVA unit and replace the 11kV board with 25kA break / 62.5kA make switchgear",Feb-28
E - CHIC - 04,E - CHIC - 04,England / SEPD,Charminster Primary,Chickerell GSP,Chickerell BSP,Primary,33 / 11,50.737358,-2.4646274,SY 67309 93186,,90031,2 x 7.5 / 15MVA,No,8.18,1.63,1.90,0.00,4.86,Green,,5MW,0.52,0.00,Yes,0.00,25.00,6.46,Red,Upstream Thermal Capacity,,,,
E - CHIC - 05,E - CHIC - 05,England / SEPD,Chickerell Primary,Chickerell GSP,Chickerell BSP,Primary,33 / 11,50.623273,-2.4893718,SY 65479 80511,,90036,2 x 10 / 14.8MVA,No,8.23,1.41,1.55,0.00,21.20,Green,,5MW,4.96,0.00,Yes,0.00,25.00,9.78,Red,Upstream Thermal Capacity,,,,
E - CHIC - 06,E - CHIC - 06,England / SEPD,Dorchester Primary,Chickerell GSP,Chickerell BSP,Primary,33 / 11,50.712414,-2.4388297,SY 69113 90401,,15984,2 x 15 / 30MVA,No,16.93,3.55,3.21,0.00,19.32,Green,,5MW,1.56,0.00,Yes,0.00,25.00,8.58,Red,Upstream Thermal Capacity,,,,
E - CHIC - 07,E - CHIC - 07,England / SEPD,Maiden Newton Primary,Chickerell GSP,Chickerell BSP,Primary,33 / 11,50.777853,-2.5809203,SY 59138 97747,,15971,2 x 10MVA,No,6.74,0.97,0.85,0.00,5.82,Green,,5MW,0.15,0.00,Yes,0.00,25.00,6.84,Red,Upstream Thermal Capacity,,,,
E - CHIC - 08,E - CHIC - 08,England / SEPD,Piddletrenthide Primary,Chickerell GSP,Chickerell BSP,Primary,33 / 11,50.797069,-2.4246389,SY 70169 99809,,90028,2 x 5 / 6.5MVA,No,4.91,0.71,0.59,0.00,3.20,Green,,5MW,0.71,0.00,Yes,0.00,13.10,6.18,Red,Upstream Thermal Capacity,,,,
E - CHIC - 09,E - CHIC - 09,England / SEPD,Portland Primary,Chickerell GSP,Chickerell BSP,Primary,33 / 11,50.564353,-2.4488323,SY 68307 73941,,90032,2 x 12 / 24MVA,No,9.51,2.06,3.88,0.00,6.48,Green,,5MW,0.00,0.00,Yes,0.00,13.10,9.12,Red,Upstream Thermal Capacity,,,,
E - CHIC - 10,E - CHIC - 10,England / SEPD,Puddletown Primary,Chickerell GSP,Chickerell BSP,Primary,33 / 11,50.754371,-2.3667397,SY 74226 95039,,90029,2 x 6.3MVA,No,2.38,0.34,0.02,0.00,5.80,Green,,5MW,0.13,0.00,Yes,0.00,25.00,4.66,Red,Upstream Thermal Capacity,,,,
E - CHIC - 11,E - CHIC - 11,England / SEPD,Redlands Primary,Chickerell GSP,Chickerell BSP,Primary,33 / 11,50.639646,-2.46618,SY 67131 82321,,90034,2 x 15MVA,No,8.66,1.25,3.36,0.00,3.84,Green,,5MW,0.39,0.03,Yes,0.00,25.00,12.03,Red,Upstream Thermal Capacity,,,,
E - CHIC - 12,E - CHIC - 12,England / SEPD,Weymouth Primary,Chickerell GSP,Chickerell BSP,Primary,33 / 11,50.610662,-2.4614839,SY 67443 79096,,15977,3 x 7.5 / 15MVA,No,22.13,4.44,4.75,0.00,13.33,Green,,5MW,0.45,0.00,Yes,0.00,20.00,13.80,Red,Upstream Thermal Capacity,,,,
E - COWL - 01,E - COWL - 01,England / SEPD,Cowley GSP,N/A,N/A,GSP,400 / 132,51.710166,-1.1906262,SP 56020 01580,,"14014, 14015, 14016, 14017",5 x 240MVA,No,665.76,237.56,577.78,162.59,N/A,Green,,5MW,388.95,818.25,Yes,N/A,31.50,13.07,Red,Substation Thermal Capacity,,,,
E - COWL - 02,E - COWL - 02,England / SEPD,Cowley Local (Main) BSP,Cowley GSP,N/A,BSP,132 / 33,51.723588,-1.1890402,SP 56113 03074,,"13821, 13822, 13823, 13838, 13839",2 x 45 / 90MVA,No,64.10,11.86,70.43,0.00,11.21,Amber,Substation Thermal Capacity,5MW,2.21,42.00,Yes,0.00,25.00,12.65,Red,Upstream Thermal Capacity,Add a 3rd 132kV circuit between Cowley GSP and Cowley Local BSP,Jan-29,Add a 5th 90MVA transformer on the Cowley Local (Main) side of the BSP,Jan-29
E - COWL - 03,E - COWL - 03,England / SEPD,Cowley Local (Reserve) BSP,Cowley GSP,N/A,BSP,132 / 33,51.723588,-1.1890402,SP 56113 03074,,"13828, 13829, 13830, 13831, 13832",2 x 45 / 90MVA,No,27.04,3.90,32.93,50.00,53.81,Green,,5MW,22.36,64.87,Yes,0.00,25.00,12.06,Red,Substation Thermal Capacity & Upstream Thermal Capacity,,,Establish a new Primary substation Oxford Science Park fed from Cowley Local (Reserve) BSP via 2 x new 33kV circuits that includes 2 x 12 / 24MVA transformers,Oct-27
E - COWL - 04,E - COWL - 04,England / SEPD,Drayton BSP,Cowley GSP,N/A,BSP,132 / 33,51.631236,-1.3269175,SU 46684 92706,,"14829, 14830",3 x 45 / 90MVA,No,102.02,21.52,76.88,0.00,0.00,Red,Substation Thermal Capacity,5MW,103.43,84.06,Yes,0.00,25.00,17.97,Red,Substation Thermal Capacity & Upstream Thermal Capacity,Reinforce the 2 132kV circuits between Drayton BSP and the Drayton - Culham tee off,Dec-27,,
E - COWL - 05,E - COWL - 05,England / SEPD,Headington BSP,Cowley GSP,N/A,BSP,132 / 33,51.769341,-1.2122632,SP 54454 08145,,"17029, 17030, 17031",2 x 45 / 90MVA,No,56.51,8.14,78.64,0.00,6.67,Amber,Substation Thermal Capacity,5MW,44.43,18.95,Yes,0.00,17.50,15.03,Red,Upstream Thermal Capacity,Remove Headington BSP from the existing Headington - Witney - Yarnton 132kV network via 2 new 132kV circuits between Cowley GSP and Headington BSP,Nov-26,,
E - COWL - 06,E - COWL - 06,England / SEPD,High Wycombe BSP,Cowley GSP,N/A,BSP,132 / 33,51.622165,-0.7768458,SU 84773 92191,,"17228, 17229, 17230, 17231",2 x 45 / 90MVA,No,87.04,23.57,26.98,0.00,14.49,Green,,5MW,0.00,0.00,Yes,0.00,13.10,12.97,Red,Upstream Thermal Capacity & Substation Fault Level,,,,
E - COWL - 07,E - COWL - 07,England / SEPD,Oxford (Osney) BSP,Cowley GSP,N/A,BSP,132 / 33,51.750314,-1.2763322,SP 50054 05983,,"16469, 20919, 20920",2 x 45 / 90MVA,No,77.40,16.99,48.26,3.00,0.00,Red,Substation Thermal Capacity,5MW,0.00,62.90,Yes,0.00,25.00,12.28,Red,Upstream Thermal Capacity,Add a 3rd 132kV circuit between Cowley GSP and Oxford (Osney) BSP,Mar-31,Add a 3rd 90MVA transformer,Mar-31
E - COWL - 08,E - COWL - 08,England / SEPD,Witney BSP,Cowley GSP,N/A,BSP,132 / 33,51.7721,-1.4852,SP 35615 08285,,"15060, 25329, 25330",2 x 45 / 90MVA,No,74.82,24.09,34.34,39.53,23.10,Green,,5MW,54.05,91.00,Yes,0.00,25.00,12.22,Red,Substation Thermal Capacity & Upstream Thermal Capacity,"Remove Headington BSP from the existing Headington - Witney - Yarnton 132kV network via 2 new 132kV circuits between Cowley GSP and Headington BSP (Nov -26)

Reinforce the 132kV network between Witney BSP and Yarnton BSP",Jun-28,Install a 3rd 90MVA transformer,Jun-28
E - COWL - 09,E - COWL - 09,England / SEPD,Yarnton BSP,Cowley GSP,N/A,BSP,132 / 33,51.8052,-1.3007,SP 48310 12078,,"16573, 17001, 26328",2 x 45 / 90MVA,No,72.78,23.44,141.95,4.80,0.00,Red,Substation Thermal Capacity,5MW,46.25,117.49,Yes,0.00,25.00,12.36,Red,Substation Thermal Capacity & Upstream Thermal Capacity,"Remove Headington BSP from the existing Headington - Witney - Yarnton 132kV network via 2 new 132kV circuits between Cowley GSP and Headington BSP (Nov -26)

Reinforce the 132kV network between Witney BSP and Yarnton BSP (Jun-28)

Add a 3rd 132kV circuit between Cowley GSP and Yarnton BSP",Dec-29,Install a 3rd 120MVA transformer and replace the 132kV board with 40A break / 100A make switchgear,Mar-28
E - COWL - 10,E - COWL - 10,England / SEPD,Culham Primary,Cowley GSP,N/A,Primary,132 / 11,51.662225,-1.2350998,SU 53003 96215,,"14347, 14345",2 x 7.5 / 15 + 1 x 10/20MVA,No,6.35,0.91,19.20,0.00,15.49,Green,,5MW,0.00,0.00,Yes,0.00,25.00,14.12,Red,Upstream Thermal Capacity,,,Replace both transformers with 20 / 40MVA units,Jun-27
E - COWL - 11,E - COWL - 11,England / SEPD,Harwell Primary,Cowley GSP,N/A,Primary,132 / 11,51.579598,-1.3174195,SU 47395 86969,,16747,2 x 20 / 40MVA,No,6.75,1.90,6.68,5.26,39.07,Green,,5MW,0.00,0.20,Yes,0.00,25.00,23.69,Red,Upstream Thermal Capacity & Substation Fault Level,Reinforce the 2 132kV circuits between Drayton BSP and the Drayton - Culham tee off,Dec-27,,
E - COWL - 12,E - COWL - 12,England / SEPD,Cowley Local Primary,Cowley GSP,Cowley Local (Main) BSP,Primary,33 / 11,51.723588,-1.1890402,SP 56113 03074,,85826,3 x 7.5 / 15MVA,No,21.77,6.86,38.09,0.00,0.00,Red,Substation Thermal Capacity,5MW,0.79,0.00,Yes,0.00,25.00,23.56,Red,Upstream Thermal Capacity & Substation Fault Level,,,Replace both transformers with 20 / 40MVA units,Oct-26
E - COWL - 13,E - COWL - 13,England / SEPD,Rose Hill Primary,Cowley GSP,Cowley Local (Main) BSP,Primary,33 / 11,51.723407,-1.2248894,SP 53637 03027,,85832,2 x 20MVA,No,14.68,3.44,28.21,0.00,0.00,Red,Substation Thermal Capacity,5MW,1.43,0.00,Yes,0.00,13.10,11.11,Red,Upstream Thermal Capacity,Reinforce the 33kV circuits between Cowley Local (Main) BSP and Rose Hill Primary,Jul-31,Replace both transformers with 20 / 40MVA units and replace the 11kV board with 25kA break / 62.5kA make switchgear,Jul-31
E - COWL - 14,E - COWL - 14,England / SEPD,Union Street Primary,Cowley GSP,Cowley Local (Main) BSP,Primary,33 / 11,51.748851,-1.2356369,SP 52865 05849,,"85855, 85852",2 x 10 / 14MVA + 1 x 15MVA,No,17.70,2.70,4.14,0.00,5.93,Green,,5MW,0.00,0.00,Yes,0.00,25.00,10.55,Red,Upstream Thermal Capacity,,,,
E - COWL - 15,E - COWL - 15,England / SEPD,Berinsfield Primary,Cowley GSP,Cowley Local (Reserve) BSP,Primary,33 / 11,51.654969,-1.1574654,SU 58382 95467,,85788,2 x 12 / 24MVA,No,9.84,1.88,5.40,0.00,10.07,Green,,5MW,6.14,0.13,Yes,0.00,20.00,11.04,Red,Upstream Thermal Capacity,"Install a new 33kV circuit between Cowley Local (Reserve) BSP and Berinsfield Primary to feed Wallingford Primary, removing it from the existing Berinsfield - Wallingford 33kV network (Jun-26)

Reinforce the existing 33kV circuits between Cowley Local (Reserve) BSP and Berinsfield Primary",Sep-31,Replace both transformers with 20 / 40MVA units,Sep-31
E - COWL - 16,E - COWL - 16,England / SEPD,Kennington Primary,Cowley GSP,Cowley Local (Reserve) BSP,Primary,33 / 11,51.706101,-1.2361258,SP 52881 01094,,85815,1 x 7.5 / 12.2MVA,Yes,4.51,0.70,0.51,0.00,1.19,Green,,5MW,0.38,1.00,Yes,0.00,13.10,6.07,Red,Upstream Thermal Capacity,,,,
E - COWL - 17,E - COWL - 17,England / SEPD,Wallingford Primary,Cowley GSP,Cowley Local (Reserve) BSP,Primary,33 / 11,51.601044,-1.1373111,SU 59847 89486,,85842,2 x 15 / 21MVA,No,13.21,3.36,4.11,0.00,0.00,Red,Substation Thermal Capacity,5MW,4.44,0.07,Yes,0.00,25.00,8.51,Red,Upstream Thermal Capacity,"Install a new 33kV circuit between Cowley Local (Reserve) BSP and Berinsfield Primary to feed Wallingford Primary, removing it from the existing Berinsfield - Wallingford 33kV network",Jun-26,Replace both transformers with 15 / 30MVA units,Sep-31
E - COWL - 18,E - COWL - 18,England / SEPD,Cholsey Primary,Cowley GSP,Drayton BSP,Primary,33 / 11,51.558051,-1.1615505,SU 58223 84685,,85889,2 x 7.5 / 15MVA,No,5.78,1.12,0.65,0.00,0.00,Red,Upstream Thermal Capacity,5MW,0.44,0.00,Yes,0.00,13.10,7.24,Red,Upstream Thermal Capacity,Reinforce the 33kV circuit between Drayton BSP and Fulscot Primary,Mar-31,,
E - COWL - 19,E - COWL - 19,England / SEPD,Fulscot Primary,Cowley GSP,Drayton BSP,Primary,33 / 11,51.601819,-1.2157563,SU 54413 89511,,85934,2 x 15 / 30MVA,No,12.44,3.08,7.80,0.00,0.00,Red,Upstream Thermal Capacity,5MW,0.00,0.20,Yes,0.00,13.10,15.20,Red,Upstream Thermal Capacity & Substation Fault Level,Reinforce the 33kV circuit between Drayton BSP and Fulscot Primary,Mar-31,,
E - COWL - 20,E - COWL - 20,England / SEPD,Grove Primary,Cowley GSP,Drayton BSP,Primary,33 / 11,51.603958,-1.4308355,SU 39515 89611,,85905,2 x 7.5 / 15MVA,No,13.05,3.74,8.89,0.00,0.00,Red,Substation Thermal Capacity & Upstream Thermal Capacity,5MW,0.00,0.36,Yes,0.00,13.10,8.66,Red,Upstream Thermal Capacity,,,,
E - COWL - 21,E - COWL - 21,England / SEPD,Milton Primary,Cowley GSP,Drayton BSP,Primary,33 / 11,51.625145,-1.2792202,SU 49992 92060,,85945,3 x 15 / 30MVA,No,26.11,8.78,22.09,0.00,0.00,Red,Upstream Thermal Capacity,5MW,0.00,0.00,Yes,0.00,16.00,21.48,Red,Upstream Thermal Capacity & Substation Fault Level,,,,
E - COWL - 22,E - COWL - 22,England / SEPD,Wantage Primary,Cowley GSP,Drayton BSP,Primary,33 / 11,51.59208,-1.405361,SU 41290 88304,,85928,2 x 12 / 24MVA,No,10.67,2.18,3.66,0.00,0.00,Red,Upstream Thermal Capacity,5MW,0.00,0.10,Yes,0.00,25.00,12.51,Red,Upstream Thermal Capacity,,,,
E - COWL - 23,E - COWL - 23,England / SEPD,Winsmore Lane Primary,Cowley GSP,Drayton BSP,Primary,33 / 11,51.669439,-1.2854441,SU 49513 96982,,85922,2 x 20MVA,No,15.00,2.85,2.78,0.00,0.00,Red,Upstream Thermal Capacity,5MW,0.28,0.19,Yes,0.00,13.10,10.79,Red,Upstream Thermal Capacity,,,,
E - COWL - 24,E - COWL - 24,England / SEPD,Arncott Primary,Cowley GSP,Headington BSP,Primary,33 / 11,51.858146,-1.1195824,SP 60730 18095,,85994,2 x 7.5 / 15MVA,No,7.75,1.46,16.94,0.00,0.00,Red,Substation Thermal Capacity,5MW,0.38,0.45,Yes,0.00,13.10,8.74,Red,Upstream Thermal Capacity,,,Replace both transformers with 12 / 24MVA units,May-26
E - COWL - 25,E - COWL - 25,England / SEPD,Headington Primary,Cowley GSP,Headington BSP,Primary,33 / 11,51.768803,-1.2124754,SP 54440 08085,,86026,2 x 20 / 40MVA,No,16.39,3.17,8.08,0.00,6.67,Green,,5MW,0.00,0.00,Yes,0.00,25.00,18.55,Red,Upstream Thermal Capacity,,,,
E - COWL - 26,E - COWL - 26,England / SEPD,Old Road Primary,Cowley GSP,Headington BSP,Primary,33 / 11,51.753807,-1.200654,SP 55274 06426,,86019,2 x 15 / 30MVA,No,18.25,7.95,0.67,0.00,6.67,Green,,5MW,0.00,0.06,Yes,0.00,13.10,17.39,Red,Upstream Thermal Capacity & Substation Fault Level,,,,
E - COWL - 27,E - COWL - 27,England / SEPD,Wheatley Primary,Cowley GSP,Headington BSP,Primary,33 / 11,51.743825,-1.121125,SP 60777 05379,,85998,2 x 7.5 / 15MVA,No,9.24,1.33,19.59,0.00,0.00,Red,Substation Thermal Capacity,5MW,0.00,0.36,Yes,0.00,16.00,7.13,Red,Upstream Thermal Capacity,Reinforce the 33kV circuits feeding Wheatley Primary,Oct-26,Replace both transformers with 15 / 30MVA units,Oct-26
E - COWL - 28,E - COWL - 28,England / SEPD,Chisbridge Primary,Cowley GSP,High Wycombe BSP,Primary,33 / 11,51.595539,-0.84320641,SU 80226 89155,,86089,2 x 7.5MVA,No,6.42,1.66,0.86,0.00,2.85,Green,,5MW,0.00,0.00,Yes,0.00,13.10,6.41,Red,Upstream Thermal Capacity & Upstream Fault Level Constraint,Reinforce the Chisbridge - Nuffield - Stokenchurch - Watlington 33kV ring by adding a 2nd 33kV circuit between High Wycombe BSP and Stokenchurch Primary. Also reinforce the 33kV circuit between High Wycombe BSP and Chisbridge Primary,Feb-31,,
E - COWL - 29,E - COWL - 29,England / SEPD,Fryers Lane Primary,Cowley GSP,High Wycombe BSP,Primary,33 / 11,51.637261,-0.77409884,SU 84935 93873,,86134,2 x 20MVA,No,13.51,3.01,1.33,0.00,11.74,Green,,5MW,0.00,0.00,Yes,0.00,13.10,12.19,Red,Upstream Thermal Capacity & Substation Fault Level & Upstream Fault Level Constraint,,,,
E - COWL - 30,E - COWL - 30,England / SEPD,High Wycombe Primary,Cowley GSP,High Wycombe BSP,Primary,33 / 11,51.622252,-0.77742129,SU 84733 92200,,86120,2 x 15 / 30MVA,No,20.46,3.19,7.47,0.00,2.89,Green,,5MW,0.95,0.70,Yes,0.00,13.10,13.90,Red,Upstream Thermal Capacity & Substation Fault Level & Upstream Fault Level Constraint,,,,
E - COWL - 31,E - COWL - 31,England / SEPD,High Wycombe Town Primary,Cowley GSP,High Wycombe BSP,Primary,33 / 11,51.628953,-0.7545438,SU 86304 92972,,86143,3 x 15 / 30MVA,No,19.60,5.34,4.34,0.00,14.49,Green,,5MW,0.00,0.00,Yes,0.00,13.10,15.59,Red,Upstream Thermal Capacity & Substation Fault Level & Upstream Fault Level Constraint,,,,
E - COWL - 32,E - COWL - 32,England / SEPD,Little Marlow Primary,Cowley GSP,High Wycombe BSP,Primary,33 / 11,51.582448,-0.75966907,SU 86037 87794,,86126,2 x 15 / 30MVA,No,16.39,3.69,4.85,0.00,8.31,Green,,5MW,0.00,0.00,Yes,0.00,20.00,10.52,Red,Upstream Thermal Capacity & Upstream Fault Level Constraint,,,,
E - COWL - 33,E - COWL - 33,England / SEPD,Nuffield Primary,Cowley GSP,High Wycombe BSP,Primary,33 / 11,51.57579,-1.0153895,SU 68329 86784,,86093,1 x 7.5 / 15MVA,Yes,4.40,0.97,1.23,0.00,1.88,Green,,5MW,0.00,0.00,Yes,0.00,25.00,5.07,Red,Upstream Thermal Capacity & Upstream Fault Level Constraint,Reinforce the Chisbridge - Nuffield - Stokenchurch - Watlington 33kV ring by adding a 2nd 33kV circuit between High Wycombe BSP and Stokenchurch Primary. Also reinforce the 33kV circuit between High Wycombe BSP and Chisbridge Primary,Feb-31,,
E - COWL - 34,E - COWL - 34,England / SEPD,Stokenchurch Primary,Cowley GSP,High Wycombe BSP,Primary,33 / 11,51.642717,-0.88683647,SU 77124 94355,,86105,2 x 7.5MVA,No,7.95,1.19,5.15,0.00,0.00,Red,Substation Thermal Capacity,5MW,0.00,0.00,Yes,0.00,20.00,6.69,Red,Upstream Thermal Capacity & Upstream Fault Level Constraint,Reinforce the Chisbridge - Nuffield - Stokenchurch - Watlington 33kV ring by adding a 2nd 33kV circuit between High Wycombe BSP and Stokenchurch Primary. Also reinforce the 33kV circuit between High Wycombe BSP and Chisbridge Primary,Feb-31,,
E - COWL - 35,E - COWL - 35,England / SEPD,Watlington Primary,Cowley GSP,High Wycombe BSP,Primary,33 / 11,51.643147,-1.0027024,SU 69106 94287,,86096,2 x 7.5MVA,No,6.18,1.33,1.61,0.00,2.62,Green,,5MW,0.00,0.00,Yes,0.00,25.00,6.49,Red,Upstream Thermal Capacity & Upstream Fault Level Constraint,Reinforce the Chisbridge - Nuffield - Stokenchurch - Watlington 33kV ring by adding a 2nd 33kV circuit between High Wycombe BSP and Stokenchurch Primary. Also reinforce the 33kV circuit between High Wycombe BSP and Chisbridge Primary,Feb-31,Replace both transformers with 7.5 / 15MVA units,Feb-31
E - COWL - 36,E - COWL - 36,England / SEPD,Frenchay Road Primary,Cowley GSP,Oxford (Osney) BSP,Primary,33 / 11,51.770715,-1.2706149,SP 50426 08256,,86216,2 x 20MVA,No,9.02,1.65,6.11,0.00,0.00,Red,Upstream Thermal Capacity,5MW,0.00,0.00,Yes,0.00,13.10,10.71,Red,Upstream Thermal Capacity,,,,
E - COWL - 37,E - COWL - 37,England / SEPD,North Hinksey Primary,Cowley GSP,Oxford (Osney) BSP,Primary,33 / 11,51.736233,-1.2969614,SP 48645 04403,,86240,2 x 7.5MVA,No,6.49,1.15,2.84,0.00,0.00,Red,Upstream Thermal Capacity,5MW,0.10,0.00,Yes,0.00,25.00,7.21,Red,Upstream Thermal Capacity,,,,
E - COWL - 38,E - COWL - 38,England / SEPD,Oxford Primary,Cowley GSP,Oxford (Osney) BSP,Primary,33 / 11,51.749568,-1.2749825,SP 50148 05901,,86199,2 x 15 / 30MVA,No,18.13,4.71,19.76,0.00,0.00,Red,Substation Thermal Capacity & Upstream Thermal Capacity,5MW,0.17,0.00,Yes,0.00,25.00,15.61,Red,Upstream Thermal Capacity,,,,
E - COWL - 39,E - COWL - 39,England / SEPD,St Ebbes Primary,Cowley GSP,Oxford (Osney) BSP,Primary,33 / 11,51.748029,-1.2589141,SP 51259 05741,,86221,2 x 15 / 30MVA,No,18.55,4.26,4.73,0.00,0.00,Red,Upstream Thermal Capacity,5MW,0.00,0.00,Yes,0.00,25.00,14.25,Red,Upstream Thermal Capacity,,,,
E - COWL - 40,E - COWL - 40,England / SEPD,University Parks Primary,Cowley GSP,Oxford (Osney) BSP,Primary,33 / 11,51.759796,-1.2556354,SP 51472 07052,,86223,2 x 15 / 21MVA + 1 x 12 / 24MVA,No,20.83,6.23,0.98,0.00,0.00,Red,Upstream Thermal Capacity,5MW,0.00,0.00,Yes,0.00,13.10,17.65,Red,Upstream Thermal Capacity & Substation Fault Level,,,,
E - COWL - 41,E - COWL - 41,England / SEPD,Wootton Road Primary,Cowley GSP,Oxford (Osney) BSP,Primary,33 / 11,51.681033,-1.2891524,SU 49244 98269,,86191,2 x 10 / 14MVA,No,13.48,2.46,3.83,0.00,0.00,Red,Substation Thermal Capacity & Upstream Thermal Capacity,5MW,0.37,0.00,Yes,0.00,25.00,8.86,Red,Upstream Thermal Capacity,,,,
E - COWL - 42,E - COWL - 42,England / SEPD,Bledington Primary,Cowley GSP,Witney BSP,Primary,33 / 11,51.901178,-1.6287369,SP 25641 22580,,11751,1 x 7.5 / 15MVA,Yes,5.01,1.00,1.01,0.00,0.00,Red,Substation Thermal Capacity,5MW,0.77,0.00,Yes,0.00,25.00,4.35,Red,Upstream Thermal Capacity,,,,
E - COWL - 43,E - COWL - 43,England / SEPD,Burford Primary,Cowley GSP,Witney BSP,Primary,33 / 11,51.810811,-1.6290442,SP 25671 12529,,12548,1 x  6.3MVA + 1 x 7.5 / 15MVA,No,4.08,1.10,0.98,0.00,3.57,Green,,5MW,0.00,0.00,Yes,0.00,13.10,7.33,Red,Upstream Thermal Capacity,,,,
E - COWL - 44,E - COWL - 44,England / SEPD,Carterton Primary,Cowley GSP,Witney BSP,Primary,33 / 11,51.768376,-1.5918589,SP 28261 07823,,12948,2 x 15 / 30MVA,No,15.50,3.77,2.16,0.00,15.89,Green,,5MW,0.00,0.14,Yes,0.00,25.00,12.30,Red,Upstream Thermal Capacity,,,,
E - COWL - 45,E - COWL - 45,England / SEPD,Fyfield Primary,Cowley GSP,Witney BSP,Primary,33 / 11,51.693127,-1.3900627,SU 42256 99551,,16348,2 x 7.5 / 15MVA,No,9.04,2.53,7.49,0.00,0.00,Red,Substation Thermal Capacity,5MW,0.00,0.00,Yes,0.00,25.00,5.80,Red,Upstream Thermal Capacity,,,,
E - COWL - 46,E - COWL - 46,England / SEPD,Leafield Primary,Cowley GSP,Witney BSP,Primary,33 / 11,51.835224,-1.5619245,SP 30282 15270,,18348,2 x 5MVA,No,3.93,0.57,1.39,0.00,1.51,Green,,5MW,0.00,0.00,Yes,0.00,13.10,6.00,Red,Upstream Thermal Capacity,,,,
E - COWL - 47,E - COWL - 47,England / SEPD,Rissington Primary,Cowley GSP,Witney BSP,Primary,33 / 11,51.87431,-1.7221537,SP 19225 19563,,22248,2 x 12 / 24MVA,No,5.93,1.40,4.45,0.00,1.62,Green,,5MW,0.00,1.03,Yes,0.00,16.00,4.22,Red,Upstream Thermal Capacity,,,,
E - COWL - 48,E - COWL - 48,England / SEPD,Standlake Primary,Cowley GSP,Witney BSP,Primary,33 / 11,51.718523,-1.4379686,SP 38923 02349,,23853,2 x 5MVA,No,6.01,1.17,1.36,0.00,0.00,Red,Substation Thermal Capacity,5MW,1.90,0.00,Yes,0.00,13.10,3.26,Red,Upstream Thermal Capacity,,,,
E - COWL - 49,E - COWL - 49,England / SEPD,Windrush Park Primary,Cowley GSP,Witney BSP,Primary,33 / 11,51.785493,-1.5176973,SP 33366 09758,,25448,2 x 15 / 30MVA,No,10.10,1.45,11.94,0.00,13.15,Green,,5MW,0.00,0.00,Yes,0.00,16.00,12.72,Red,Upstream Thermal Capacity,,,,
E - COWL - 50,E - COWL - 50,England / SEPD,Witney Town Primary,Cowley GSP,Witney BSP,Primary,33 / 11,51.784144,-1.481789,SP 35844 09625,,25553,2 x 15 / 22.5MVA,No,19.48,5.11,3.56,0.00,0.00,Red,Substation Thermal Capacity,5MW,0.00,0.00,Yes,0.00,13.10,10.12,Red,Upstream Thermal Capacity,,,Replace both transformers with 20 / 40MVA units,Jun-26
E - COWL - 51,E - COWL - 51,England / SEPD,Charlbury Primary,Cowley GSP,Yarnton BSP,Primary,33 / 11,51.862809,-1.478127,SP 36034 18376,,13152,2 x 7.5 / 15MVA,No,6.02,1.28,0.44,0.00,0.00,Red,Upstream Thermal Capacity,5MW,0.00,0.00,Yes,0.00,25.00,7.51,Red,Upstream Thermal Capacity,,,,
E - COWL - 52,E - COWL - 52,England / SEPD,Chipping Norton Primary,Cowley GSP,Yarnton BSP,Primary,33 / 11,51.938753,-1.5449165,SP 31382 26792,,13348,2 x 7.5 / 15MVA,No,10.34,3.56,2.67,0.00,0.00,Red,Upstream Thermal Capacity,5MW,0.00,0.00,Yes,0.00,25.00,7.71,Red,Upstream Thermal Capacity,,,,
