AssetID,GSP Grouping / Default Order,Map / License Area,Substation,Upstream GSP,Upstream BSP,Substation Type,Voltage (kV),Location Latitude,Location Longitude,Grid Reference,Substation Comment,LTDS CIM Nodes,Transformer Nameplate Ratings,Single Transformer Site,Maximum Observed Gross Demand (MVA),Minimum Observed Gross Demand (MVA),Contracted Demand Excl BESS (MVA),Contracted BESS Demand (MVA),Estimated Demand Headroom (MVA),Substation Demand RAG Status,Demand Constraint,TIA Threshold,Connected Generation (MW),Contracted Generation (MW),Technical Limits Agreed at GSP,Estimated Generation Headroom (MW),3-Phase Break Fault Rating (kA),3-Phase Break Fault Level (kA),Substation Generation RAG Status,Generation Constraint,Upstream Reinforcement Works,Upstream Reinforcement Completion Date,Substation Reinforcement Works,Substation Reinforcement Completion Date
S - FAUG - 05,S - FAUG - 05,Scotland / SHEPD,Drumnadrochit Primary,Fort Augustus GSP,N/A,Primary,33 / 11,57.33428841,-4.488413788,NH 50306 29824,,82814,1 x 6MVA,Yes,2.89,0.42,1.46,0.00,1.96,Green,,200kW,0.00,0.00,Yes,0.00,13.10,2.17,Red,Upstream Thermal Capacity,,,,
S - FAUG - 06,S - FAUG - 06,Scotland / SHEPD,Glen Laogh Primary,Fort Augustus GSP,N/A,Primary,33 / 11,57.066797,-4.8478845,NH 27430 00910,,N/A,1 x 0.1MVA,Yes,0.01,0.00,0.00,0.00,0.11,Green,,200kW,0.00,0.00,Yes,0.00,N/A,N/A,Red,Upstream Thermal Capacity,,,,
S - FAUG - 07,S - FAUG - 07,Scotland / SHEPD,Glendoe Primary,Fort Augustus GSP,N/A,Primary,33 / 11,57.14300156,-4.644939899,NH 40060 08894,,82823,1 x 7.5/15MVA,Yes,0.99,0.14,0.49,0.00,0.71,Green,,200kW,0.00,0.00,Yes,0.00,25.00,4.28,Red,Upstream Thermal Capacity,,,,
S - FAUG - 08,S - FAUG - 08,Scotland / SHEPD,Invergarry Primary,Fort Augustus GSP,N/A,Primary,33 / 11,57.0685089,-4.807896857,NH 29862 01000,,82810,1 x 1MVA,Yes,0.29,0.07,0.04,0.00,0.87,Green,,200kW,0.90,0.00,Yes,0.00,5.20,0.94,Red,Upstream Thermal Capacity,,,,
S - FAUG - 09,S - FAUG - 09,Scotland / SHEPD,Wester Drummond Primary,Fort Augustus GSP,N/A,Primary,33 / 11,57.182083,-4.5340079,NH4693212988,,82831,1 x 0.1MVA,Yes,0.02,0.00,0.00,0.00,0.10,Green,,200kW,0.00,0.00,Yes,0.00,6.00,0.10,Red,Upstream Thermal Capacity,,,,
S - FETT - 01,S - FETT - 01,Scotland / SHEPD,Fetteresso GSP,N/A,N/A,GSP,275 / 33,56.964449,-2.3473405,NO 78978 85967,,22631,1 x 120MVA,Yes,0.00,0.00,0.00,50.00,N/A,Green,,200kW,71.25,178.90,No,N/A,25.00,7.12,Red,Substation Thermal Capacity,"Transmission works:
Add a 2nd 120MVA transformer",Apr-28,,
S - FIDD - 01,S - FIDD - 01,Scotland / SHEPD,Fiddes GSP,N/A,N/A,GSP,132 / 33,56.9246125,-2.302029879,NO 81714 81519,,"11600, 14030",2 x 90MVA,No,21.23,2.14,10.88,157.79,N/A,Green,,200kW,97.85,308.93,Yes,N/A,25.00,9.91,Red,Substation Thermal Capacity,"Transmission works:
Replace both transformers with 120MVA units",Apr-28,,
S - FIDD - 02,S - FIDD - 02,Scotland / SHEPD,Edzell Primary,Fiddes GSP,N/A,Primary,33 / 11,56.82465924,-2.599637028,NO 63500 70513,,82706,1 x 4MVA,Yes,2.44,0.35,1.65,0.00,0.00,Red,Upstream Voltage Constraint,200kW,0.48,0.09,Yes,0.00,16.00,2.98,Red,Upstream Thermal Capacity,,,,
S - FIDD - 03,S - FIDD - 03,Scotland / SHEPD,Inverbervie Primary,Fiddes GSP,N/A,Primary,33 / 11,56.84753591,-2.282781953,NO 82850 72935,,82714,2 x 4 / 8MVA,No,3.49,0.50,0.45,0.00,0.00,Red,Upstream Voltage Constraint,200kW,3.80,0.15,Yes,0.00,16.00,4.48,Red,Upstream Thermal Capacity,,,,
S - FIDD - 04,S - FIDD - 04,Scotland / SHEPD,Laurencekirk Primary,Fiddes GSP,N/A,Primary,33 / 11,56.82981561,-2.478216953,NO 70915 71028,,82710,2 x 7.5 / 15MVA,No,4.89,0.70,2.74,0.00,0.00,Red,Upstream Voltage Constraint,200kW,1.52,0.17,Yes,0.00,25.00,4.97,Red,Upstream Thermal Capacity,,,,
S - FIDD - 05,S - FIDD - 05,Scotland / SHEPD,Stonehaven Primary,Fiddes GSP,N/A,Primary,33 / 11,56.96178636,-2.233437231,NO 85903 85641,,82703,2 x 12 / 24MVA,No,9.30,1.97,6.05,0.00,0.00,Red,Upstream Thermal Capacity,200kW,3.94,0.20,Yes,0.00,25.00,7.47,Red,Upstream Thermal Capacity,,,,
S - FRAS - 01,S - FRAS - 01,Scotland / SHEPD,Fraserburgh GSP,N/A,N/A,GSP,132 / 33,57.68624278,-2.024097002,NJ 98662 66267,,"11606, 14330",2 x 45MVA,No,16.71,7.21,4.60,154.76,N/A,Green,,200kW,4.10,246.19,Yes,N/A,25.00,9.48,Red,Substation Thermal Capacity,,,,
S - FRAS - 02,S - FRAS - 02,Scotland / SHEPD,Fraserburgh Primary,Fraserburgh GSP,N/A,Primary,33 / 11,57.68649802,-2.024227087,NH 51502 69028,,83000,2 x 20 / 40MVA,No,17.92,3.54,4.60,0.00,16.99,Green,,200kW,4.10,1.69,Yes,0.00,25.00,10.56,Red,Upstream Thermal Capacity,,,,
S - FWIL - 01,S - FWIL - 01,Scotland / SHEPD,Fort William GSP,N/A,N/A,GSP,132 / 33,56.82088488,-5.078296586,NN 12232 74158,,"11608, 11609, 14430",2 x 120MVA,No,72.97,16.49,11.48,0.00,N/A,Green,,200kW,33.39,1.77,No,N/A,25.00,12.96,Green,,,,,
S - FWIL - 02,S - FWIL - 02,Scotland / SHEPD,Annat Primary,Fort William GSP,N/A,Primary,33 / 11,56.84259484,-5.142075745,NN 08452 76751,,82961,1 x 7.5 / 15MVA,Yes,2.66,0.40,0.22,0.00,0.00,Red,Upstream Thermal Capacity & Upstream Voltage Constraint,200kW,0.24,0.00,No,6.34,25.00,5.14,Green,,,,,
S - FWIL - 03,S - FWIL - 03,Scotland / SHEPD,Arisaig Primary,Fort William GSP,N/A,Primary,33 / 11,56.91190391,-5.836323828,NM 66564 86619,,82966,1 x 2.5MVA,Yes,0.66,0.12,0.13,0.00,0.00,Red,Upstream Thermal Capacity & Upstream Voltage Constraint,200kW,0.00,0.00,No,2.50,13.10,1.32,Green,,At the Lochailort regulator site install a new 33kV switchboard including 2 x 4MVAr STATCOMs,Mar-28,,
S - FWIL - 04,S - FWIL - 04,Scotland / SHEPD,Bunarkaig Primary,Fort William GSP,N/A,Primary,33 / 11,56.939553,-4.9925284,NN 18043 87129,,82985,1 x 0.2MVA,Yes,0.02,0.01,0.00,0.00,0.00,Red,Upstream Thermal Capacity & Upstream Voltage Constraint,200kW,0.00,0.00,No,0.24,N/A,0.20,Green,,,,,
S - FWIL - 05,S - FWIL - 05,Scotland / SHEPD,Corran Primary,Fort William GSP,N/A,Primary,33 / 11,56.71792448,-5.22823608,NN 02545 63126,,82931,1 x 2.5MVA,Yes,1.26,0.25,0.75,0.00,0.00,Red,Upstream Voltage Constraint,200kW,0.27,0.00,No,0.93,13.10,1.77,Green,,Reinforce the 33kV circuit 303 between Fort William GSP and Corran Primary,Sep-28,,
S - FWIL - 06,S - FWIL - 06,Scotland / SHEPD,Fishnish Primary,Fort William GSP,N/A,Primary,33 / 11,56.513691,-5.7949791,NM 66623 42191,,N/A,1 x 0.2MVA,Yes,0.02,0.01,0.00,0.00,0.22,Green,,200kW,0.00,0.00,No,0.20,N/A,N/A,Green,,,,,
S - FWIL - 07,S - FWIL - 07,Scotland / SHEPD,Glenuig Primary,Fort William GSP,N/A,Primary,33 / 11,56.82707849,-5.816805562,NM 67224 77119,,N/A,1 x 0.1MVA,Yes,0.04,0.01,0.00,0.00,0.08,Green,,200kW,0.00,0.00,No,0.10,N/A,N/A,Green,,,,,
S - FWIL - 08,S - FWIL - 08,Scotland / SHEPD,Inverlochy Primary,Fort William GSP,N/A,Primary,33 / 11,56.8280802,-5.088384275,NN 11653 74987,,82956,2 x 7.5 / 15MVA,No,9.98,2.44,6.43,0.00,0.00,Red,Substation Thermal Capacity & Upstream Thermal Capacity & Upstream Voltage Constraint,200kW,3.14,0.20,No,12.21,25.00,8.81,Green,,Remove Inverlocky Primary from the existing 33kV ring via 2 new 33kV circuits between Fort William GSP and Inverlocky Primary,Sep-28,Replace both transformers with 15 / 30MVA units,Sep-28
S - FWIL - 09,S - FWIL - 09,Scotland / SHEPD,Kingairloch Primary,Fort William GSP,N/A,Primary,33 / 11,56.64833846,-5.640497006,NM 76917 56652,,N/A,1 x 0.1MVA,Yes,0.05,0.01,0.05,0.00,0.04,Green,,200kW,0.09,0.00,No,0.02,N/A,N/A,Green,,,,,
S - FWIL - 10,S - FWIL - 10,Scotland / SHEPD,Kinlochmoidart Primary,Fort William GSP,N/A,Primary,33 / 11,56.78408163,-5.743907475,NM 71407 72091,,82974,1 x 2MVA,Yes,0.04,0.01,0.00,0.00,2.32,Green,,200kW,0.90,0.00,No,0.06,12.00,1.24,Amber,Substation Thermal Capacity & Upstream Thermal Capacity,,,,
S - FWIL - 11,S - FWIL - 11,Scotland / SHEPD,Liddesdale Primary,Fort William GSP,N/A,Primary,33 / 11,56.67426134,-5.623420919,NM 78116 59480,,N/A,1 x 0.1MVA,Yes,0.01,0.00,0.00,0.00,0.11,Green,,200kW,0.00,0.00,No,0.10,N/A,N/A,Green,,,,,
S - FWIL - 12,S - FWIL - 12,Scotland / SHEPD,Lochaline Primary,Fort William GSP,N/A,Primary,33 / 11,56.54350271,-5.776543035,NM 67939 45444,,82980,1 x 5MVA,Yes,1.25,0.18,0.74,0.00,4.21,Green,,200kW,0.48,0.00,No,0.66,16.00,1.74,Green,,,,,
S - FWIL - 13,S - FWIL - 13,Scotland / SHEPD,Mallaig Primary,Fort William GSP,N/A,Primary,33 / 11,56.98586652,-5.826259633,NM 67637 94811,,82971,1 x 6.3MVA,Yes,1.34,0.19,0.13,0.00,0.00,Red,Upstream Thermal Capacity & Upstream Voltage Constraint,200kW,0.76,0.00,No,1.33,13.10,1.94,Green,,At the Lochailort regulator site install a new 33kV switchboard including 2 x 4MVAr STATCOMs,Mar-28,,
S - FWIL - 14,S - FWIL - 14,Scotland / SHEPD,Pinegrove Primary,Fort William GSP,N/A,Primary,33 / 11,56.81477562,-5.106245047,NN 10496 73556,,82935,2 x 10 / 12MVA,No,6.00,1.54,0.54,0.00,0.00,Red,Upstream Thermal Capacity & Upstream Voltage Constraint,200kW,0.00,0.00,No,12.03,13.10,8.07,Green,,Reinforce the 33kV circuit 303 between Fort William GSP and Corran Primary,Sep-28,,
S - FWIL - 15,S - FWIL - 15,Scotland / SHEPD,Poor House Primary,Fort William GSP,N/A,Primary,33 / 11,56.76684396,-5.736317331,NM 71766 70148,,N/A,1 x 0.1MVA,Yes,0.01,0.00,0.00,0.00,0.11,Green,,200kW,0.00,0.00,No,0.10,N/A,N/A,Green,,,,,
S - FWIL - 16,S - FWIL - 16,Scotland / SHEPD,Rahoy Primary,Fort William GSP,N/A,Primary,33 / 11,56.57820042,-5.7526085,NM 69621 49222,,82905,1 x 1MVA,Yes,0.01,0.00,0.00,0.00,1.17,Green,,200kW,0.29,0.00,No,0.67,12.50,0.72,Green,,,,,
S - FWIL - 17,S - FWIL - 17,Scotland / SHEPD,"Salen, Mull Primary",Fort William GSP,N/A,Primary,33 / 11,56.72398638,-5.77725799,NM 69002 65519,,82921,1 x 2.5MVA,Yes,2.58,0.37,0.33,0.00,0.20,Amber,Substation Thermal Capacity,200kW,0.00,0.00,No,2.75,13.10,1.56,Green,,Establish a new Primary substation in the Loch Mudle area including a 4MVA transformer,Dec-28,Replace the existing transformer with a 4MVA unit,Dec-28
S - FWIL - 18,S - FWIL - 18,Scotland / SHEPD,Shona Beg Primary,Fort William GSP,N/A,Primary,33 / 11,56.80234993,-5.815114553,NM 67173 74363,,N/A,1 x 0.1MVA,Yes,0.01,0.00,0.00,0.00,0.10,Green,,200kW,0.00,0.00,No,0.10,N/A,N/A,Green,,,,,
S - FWIL - 19,S - FWIL - 19,Scotland / SHEPD,Strontian Primary,Fort William GSP,N/A,Primary,33 / 11,56.69805558,-5.570070556,NM 81521 61955,,82919,1 x 2.5MVA,Yes,0.89,0.13,0.06,0.00,2.02,Green,,200kW,0.10,0.00,No,0.98,13.10,1.55,Green,,,,,
S - GLAG - 01,S - GLAG - 01,Scotland / SHEPD,Glenagnes GSP,N/A,N/A,GSP,132 / 33,56.46177377,-2.996723194,NO 38678 30404,,N/A,2 x 60MVA,No,0.00,0.00,0.00,0.00,N/A,Green,,200kW,0.00,0.00,No,N/A,N/A,N/A,Green,,,,,
S - GLEF - 01,S - GLEF - 01,Scotland / SHEPD,Glenfarclas GSP,N/A,N/A,GSP,132 / 33,57.416018,-3.3158938,NJ 21056 36948,,21830,1 x 90MVA,Yes,0.00,0.00,0.00,0.00,N/A,Green,,200kW,66.50,21.00,No,N/A,25.00,6.49,Red,Substation Thermal Capacity,,,,
S - GREM - 01,S - GREM - 01,Scotland / SHEPD,Shetland / Gremista,N/A,N/A,GSP,11 / 33,60.166622,-1.1645091,HU4646842756,,"89903, 89904, 89905",N/A,No,30.79,4.53,29.10,97.23,N/A,Green,,50kW,82.21,224.81,No,N/A,17.50,7.42,Red,Substation Thermal Capacity,"Transmission works:
Establish the new Gremista GSP including 2 x 90MVA transformers",Nov-26,Connect the existing 33kV Shetland network to the new Gremista GSP,Nov-26
S - GREM - 02,S - GREM - 02,Scotland / SHEPD,Brae Primary,Shetland / Gremista,N/A,Primary,33 / 11,60.40164,-1.3477523,HU3604068816,,89930,1 x 6MVA,Yes,2.30,0.39,1.00,0.00,0.00,Red,Upstream Voltage Constraint,50kW,0.19,0.00,No,0.00,18.40,2.83,Red,Upstream Thermal Capacity,"Run 2 new 33kV circuits from Gremista GSP to a new 33kV switchboard adjacent Sullom Voe and integrate existing sections of feeder 302 (towards Brae, Firth and Shetland Gas Plant) into the new 33kV switchboard",Mar-27,,
S - GREM - 03,S - GREM - 03,Scotland / SHEPD,Firth Primary,Shetland / Gremista,N/A,Primary,33 / 11,60.448888,-1.2027119,HU4396874166,,89941,1 x 6MVA,Yes,1.32,0.25,0.15,0.00,0.00,Red,Upstream Voltage Constraint,50kW,0.00,0.00,No,0.00,13.10,2.67,Red,Upstream Thermal Capacity,"Run 2 new 33kV circuits from Gremista GSP to a new 33kV switchboard adjacent Sullom Voe and integrate existing sections of feeder 302 (towards Brae, Firth and Shetland Gas Plant) into the new 33kV switchboard

Install a second 33kV circuit between feeder 303 and Firth Primary and replace the 33kV switchboard",Mar-27,,
S - GREM - 04,S - GREM - 04,Scotland / SHEPD,Lerwick Primary,Shetland / Gremista,N/A,Primary,33 / 11,60.165707,-1.1650395,HU4644042654,,"89903, 89904, 89905",3 x 12 / 18MVA,No,13.47,3.86,2.84,0.00,6.19,Green,,50kW,56.68,22.11,No,0.00,18.40,7.42,Red,Substation Thermal Capacity & Upstream Thermal Capacity,,,,
S - GREM - 05,S - GREM - 05,Scotland / SHEPD,Gutcher Primary,Shetland / Gremista,N/A,Primary,33 / 11,60.67591,-1.0036359,HU5453899599,,89951,1 x 4MVA,Yes,0.63,0.09,0.43,0.00,0.00,Red,Upstream Voltage Constraint,50kW,0.48,0.00,No,0.00,13.10,1.53,Red,Upstream Thermal Capacity,"Run 2 new 33kV circuits from Gremista GSP to a new 33kV switchboard adjacent Sullom Voe and integrate existing sections of feeder 302 (towards Brae, Firth and Shetland Gas Plant) into the new 33kV switchboard. Replace the 33kV switchboard at Mid Yell and install 2  x 4MVAr STATCOMs",Mar-27,Replace the existing 11kV single-switch arrangement with a new 3 panel 11kV switchboard with 25kA break / 62.5kA make rated switchgear,Jun-29
S - GREM - 06,S - GREM - 06,Scotland / SHEPD,Mid Yell Primary,Shetland / Gremista,N/A,Primary,33 / 11,60.6035,-1.1221279,HU4817291442,,89961,1 x 6MVA,Yes,1.06,0.15,0.01,0.00,0.00,Red,Upstream Voltage Constraint,50kW,0.00,0.00,No,0.00,13.10,2.06,Red,Upstream Thermal Capacity,"Run 2 new 33kV circuits from Gremista GSP to a new 33kV switchboard adjacent Sullom Voe and integrate existing sections of feeder 302 (towards Brae, Firth and Shetland Gas Plant) into the new 33kV switchboard. Replace the 33kV switchboard at Mid Yell and install 2  x 4MVAr STATCOMs",Mar-27,,
S - GREM - 07,S - GREM - 07,Scotland / SHEPD,Scalloway Primary,Shetland / Gremista,N/A,Primary,33 / 11,60.139181,-1.2564688,HU4139939639,,89972,1 x 4MVA,Yes,3.70,0.83,0.05,0.00,0.00,Red,Upstream Voltage Constraint,50kW,0.00,0.00,No,0.00,13.10,3.25,Red,Upstream Thermal Capacity,Install a 2nd 33kV circuit to Scalloway & Sandwick primaries,Jun-29,Install a second 8MVA transformer,Jun-29
S - GREM - 08,S - GREM - 08,Scotland / SHEPD,Sandwick Primary,Shetland / Gremista,N/A,Primary,33 / 11,60.016169,-1.2289716,HU4308625957,,89981,1 x 4MVA,Yes,2.54,0.37,0.15,0.00,0.00,Red,Substation Thermal Capacity & Upstream Voltage Constraint,50kW,0.00,0.00,No,0.00,6.00,1.99,Red,Upstream Thermal Capacity,Install a 2nd 33kV circuit to Scalloway & Sandwick primaries,Jun-29,Install a second 8MVA transformer,Jun-29
S - GREM - 09,S - GREM - 09,Scotland / SHEPD,Sumburgh Primary,Shetland / Gremista,N/A,Primary,33 / 11,59.898043,-1.3046518,HU3900512755,,89936,1 x 4MVA,Yes,1.60,0.35,0.11,0.00,0.00,Red,Upstream Voltage Constraint,50kW,0.00,0.00,No,0.00,18.40,1.50,Red,Upstream Thermal Capacity,Install a 2nd 33kV circuit to Scalloway & Sandwick primaries,Jun-29,,
S - GREM - 10,S - GREM - 10,Scotland / SHEPD,Tumblin Primary,Shetland / Gremista,N/A,Primary,33 / 11,60.263133,-1.3993035,HU3334053363,,89967,1 x 6MVA,Yes,2.07,0.30,0.04,0.00,0.00,Red,Upstream Voltage Constraint,50kW,0.00,0.00,No,0.00,12.50,2.22,Red,Upstream Thermal Capacity,"Run 2 new 33kV circuits from Gremista GSP to a new 33kV switchboard adjacent Sullom Voe and integrate existing sections of feeder 302 (towards Brae, Firth and Shetland Gas Plant) into the new 33kV switchboard. Replace the 33kV switchboard at Mid Yell and install 2  x 4MVAr STATCOMs",Mar-27,,
S - GREM - 11,S - GREM - 11,Scotland / SHEPD,Unst Primary,Shetland / Gremista,N/A,Primary,33 / 11,60.798492,-0.82632476,HP6398113411,,89956,1 x 4MVA,Yes,1.13,0.35,0.64,0.00,0.00,Red,Upstream Voltage Constraint,50kW,0.00,0.00,No,0.00,13.10,1.23,Red,Upstream Thermal Capacity,"Run 2 new 33kV circuits from Gremista GSP to a new 33kV switchboard adjacent Sullom Voe and integrate existing sections of feeder 302 (towards Brae, Firth and Shetland Gas Plant) into the new 33kV switchboard. Replace the 33kV switchboard at Mid Yell and install 2  x 4MVAr STATCOMs (Mar-27) 

Establish a new Primary substation in the South Unst area including a 4MVA transformer",Mar-29,,
S - GREM - 12,S - GREM - 12,Scotland / SHEPD,Voe Primary,Shetland / Gremista,N/A,Primary,33 / 11,60.349646,-1.255726,HU4117663079,,89992,1 x 8MVA,Yes,3.24,0.47,0.20,0.00,0.00,Red,Upstream Voltage Constraint,50kW,0.00,0.00,No,0.00,13.10,3.16,Red,Upstream Thermal Capacity,"Run 2 new 33kV circuits from Gremista GSP to a new 33kV switchboard adjacent Sullom Voe and integrate existing sections of feeder 302 (towards Brae, Firth and Shetland Gas Plant) into the new 33kV switchboard. Replace the 33kV switchboard at Mid Yell and install 2  x 4MVAr STATCOMs",Mar-27,,
S - GRUB - 01,S - GRUB - 01,Scotland / SHEPD,Grudie Bridge GSP,N/A,N/A,GSP,132 / 33,57.61937415,-4.831252616,NH 30998 62352,,"11596, 14830",2 x 90MVA,No,16.32,3.79,3.85,201.83,N/A,Green,,200kW,54.74,206.20,Yes,N/A,25.00,11.91,Red,Substation Thermal Capacity,,,,
S - GRUB - 02,S - GRUB - 02,Scotland / SHEPD,Achiltibuie Primary,Grudie Bridge GSP,N/A,Primary,33 / 11,58.03068991,-5.361491623,NC 01618 09557,,83335,1 x 1MVA,Yes,0.90,0.13,0.30,0.00,0.00,Red,Substation Thermal Capacity & Upstream Voltage Constraint,200kW,0.95,0.00,Yes,0.00,8.00,0.70,Red,Upstream Thermal Capacity,Install 2 x 4MVAr STATCOM's at Achiltbuie,Mar-29,,
S - GRUB - 03,S - GRUB - 03,Scotland / SHEPD,Aultbea Primary,Grudie Bridge GSP,N/A,Primary,33 / 11,57.83882578,-5.582250946,NG 87458 88885,,83310,1 x 6MVA,Yes,1.48,0.23,0.21,0.00,5.47,Green,,200kW,0.28,0.00,Yes,0.00,25.00,2.09,Red,Upstream Thermal Capacity,Install 2 x 4MVAr STATCOM's at Achiltbuie,Mar-29,,
S - GRUB - 04,S - GRUB - 04,Scotland / SHEPD,Biden Clan Raonaild Primary,Grudie Bridge GSP,N/A,Primary,33 / 11,57.573751,-5.2303974,NH 06927 58342,,N/A,1 x 0.1MVA,Yes,0.01,0.00,0.00,0.00,0.11,Green,,200kW,0.00,0.00,Yes,0.00,N/A,N/A,Red,Upstream Thermal Capacity,,,,
S - GRUB - 05,S - GRUB - 05,Scotland / SHEPD,Drumrunie Primary,Grudie Bridge GSP,N/A,Primary,33 / 11,57.99895324,-5.103817207,NC 16664 05298,,83332,1 x 0.2MVA,Yes,0.16,0.02,0.00,0.00,0.00,Red,Substation Thermal Capacity & Upstream Voltage Constraint,200kW,0.00,0.00,Yes,0.00,N/A,0.20,Red,Upstream Thermal Capacity,,,,
S - GRUB - 06,S - GRUB - 06,Scotland / SHEPD,Garbat Forest Primary,Grudie Bridge GSP,N/A,Primary,33 / 11,57.67370988,-4.663457703,NH 41255 67993,,N/A,1 x 0.1MVA,Yes,0.02,0.01,0.00,0.00,0.10,Green,,200kW,0.00,0.00,Yes,0.00,N/A,N/A,Red,Upstream Thermal Capacity,,,,
S - GRUB - 07,S - GRUB - 07,Scotland / SHEPD,Inverbroom Primary,Grudie Bridge GSP,N/A,Primary,33 / 11,57.81441723,-5.06736639,NH 17885 84667,,83321,1 x 0.2MVA,Yes,0.12,0.03,0.01,0.00,0.11,Green,,200kW,0.00,0.00,Yes,0.00,N/A,0.20,Red,Upstream Thermal Capacity,,,,
S - GRUB - 08,S - GRUB - 08,Scotland / SHEPD,Kerry Falls Primary,Grudie Bridge GSP,N/A,Primary,33 / 11,57.68509284,-5.643413179,NG 82909 71978,,83308,1 x 6MVA,Yes,1.82,0.26,0.56,0.00,1.54,Green,,200kW,1.43,2.00,Yes,0.00,12.50,2.48,Red,Upstream Thermal Capacity,Install 2 x 4MVAr STATCOM's at Achiltbuie,Mar-29,,
S - GRUB - 09,S - GRUB - 09,Scotland / SHEPD,Kinlochewe Primary,Grudie Bridge GSP,N/A,Primary,33 / 11,57.60804837,-5.287106077,NH 03723 62321,,83347,1 x 1MVA,Yes,0.82,0.24,0.18,0.00,0.27,Green,,200kW,0.48,0.00,Yes,0.00,12.00,0.94,Red,Upstream Thermal Capacity,,,,
S - GRUB - 10,S - GRUB - 10,Scotland / SHEPD,Letterewe Primary,Grudie Bridge GSP,N/A,Primary,33 / 11,57.67309369,-5.463736451,NG 93546 70082,,83367,1 x 0.1MVA,Yes,0.02,0.01,0.00,0.00,0.10,Green,,200kW,0.00,0.00,Yes,0.00,N/A,0.10,Red,Upstream Thermal Capacity,Install 2 x 4MVAr STATCOM's at Achiltbuie,Mar-29,,
S - GRUB - 11,S - GRUB - 11,Scotland / SHEPD,Loch Glascarnoch Primary,Grudie Bridge GSP,N/A,Primary,33 / 11,57.70612932,-4.827585491,NH 31620 71996,,N/A,1 x 0.5MVA,Yes,0.02,0.01,0.02,0.00,0.56,Green,,200kW,0.00,0.00,Yes,0.00,N/A,N/A,Red,Upstream Thermal Capacity,,,,
S - GRUB - 12,S - GRUB - 12,Scotland / SHEPD,Lochcarron Primary,Grudie Bridge GSP,N/A,Primary,33 / 11,57.419135,-5.4663853,NG 91944 41839,,83400,1 x 2.5MVA,Yes,1.09,0.19,0.04,0.00,1.84,Green,,200kW,0.00,0.00,Yes,0.00,20.00,1.43,Red,Upstream Thermal Capacity,,,,
S - GRUB - 13,S - GRUB - 13,Scotland / SHEPD,Lochinver Primary,Grudie Bridge GSP,N/A,Primary,33 / 11,58.14790557,-5.238293879,NC 09516 22243,,83340,1 x 2.5MVA,Yes,1.25,0.18,0.24,0.00,0.00,Red,Upstream Voltage Constraint,200kW,0.23,0.00,Yes,0.00,13.10,0.84,Red,Upstream Thermal Capacity,Install 2 x 4MVAr STATCOM's at Achiltbuie,Mar-29,,
S - GRUB - 14,S - GRUB - 14,Scotland / SHEPD,Ullapool Primary,Grudie Bridge GSP,N/A,Primary,33 / 11,57.90139001,-5.156941985,NH 13018 94588,,83324,1 x 2.5MVA + 1 x 4MVA,No,2.07,0.30,0.14,0.00,1.10,Green,,200kW,0.00,0.00,Yes,0.00,25.00,1.33,Red,Upstream Thermal Capacity,,,Replace T1 with a 4MVA transformer to match T2,Mar-29
S - INNE - 01,S - INNE - 01,Scotland / SHEPD,Inverness GSP,N/A,N/A,GSP,132 / 33,57.45381701,-4.246704136,NH 65293 42620,,"11569, 11570, 15130",2 x 60MVA + 1 x 90MVA,No,63.91,30.99,92.67,97.27,N/A,Red,Substation Thermal Capacity,200kW,74.19,116.08,Yes,N/A,25.00,17.12,Red,Substation Thermal Capacity,,,,
S - INNE - 02,S - INNE - 02,Scotland / SHEPD,Culloden Primary,Inverness GSP,N/A,Primary,33 / 11,57.48141944,-4.149190807,NH 71240 45502,,83504,2 x 15MVA,No,9.80,1.81,3.89,0.00,0.00,Red,Upstream Thermal Capacity,200kW,0.23,0.06,Yes,0.00,13.10,9.91,Red,Upstream Thermal Capacity,Reinforce the 33kV circuit between Culloden and Raigmore primaries,Dec-25,Replace both transformers with 15 / 30MVA units and replace the 11kV board with 25kA break / 62.5kA make switchgear,Jul-28
S - INNE - 03,S - INNE - 03,Scotland / SHEPD,Dalneigh Primary,Inverness GSP,N/A,Primary,33 / 11,57.47485659,-4.24347627,NH 65564 44955,,83517,1 x 12 / 24MVA,Yes,8.46,2.05,2.49,0.00,0.00,Red,Substation Thermal Capacity & Upstream Thermal Capacity,200kW,0.00,0.28,Yes,0.00,13.10,5.58,Red,Upstream Thermal Capacity,,,,
S - INNE - 04,S - INNE - 04,Scotland / SHEPD,Errogie Primary,Inverness GSP,N/A,Primary,33 / 11,57.27338398,-4.378662345,NH 56674 22810,,83532,1 x 1.5MVA,Yes,0.13,0.04,0.05,0.00,0.00,Red,Upstream Thermal Capacity,200kW,1.19,0.00,Yes,0.00,25.00,1.23,Red,Substation Thermal Capacity & Upstream Thermal Capacity,,,,
S - INNE - 05,S - INNE - 05,Scotland / SHEPD,Foyers Primary,Inverness GSP,N/A,Primary,33 / 11,57.25531414,-4.492469902,NH 49740 21044,,83535,1 x 2.5MVA,Yes,0.36,0.05,0.24,0.00,0.00,Red,Upstream Thermal Capacity,200kW,0.00,0.00,Yes,0.00,13.10,1.39,Red,Upstream Thermal Capacity,,,,
