GROUP,GROUP_NUMBER,YEAR,SCENARIO,PRY GEN HEADROOM - INVERTER BASED ( MW ),PRY GEN HEADROOM - SYNCHRONOUS LV ( MW ),PRY GEN HEADROOM - SYNCHRONOUS HV ( MW ),PRY BATTERY HEADROOM ( MW),BSP GEN HEADROOM - INVERTER BASED ( MW ),BSP GEN HEADROOM - SYNCHRONOUS ( MW ),BSP BATTERY HEADROOM ( MW ),CENTROID_X,CENTROID_Y,geopoint
PRIMARY,400078_T13_T14,2036,1 - BEST VIEW,24.54,14.55,10.46,0.47,,,,371211.209362892,447604.252098845,"53.923766465093074, -2.439865481688294"
PRIMARY,400078_T13_T14,2036,2 - COUNTERFACTUAL,24.24,15.63,11.23,1.44,,,,371211.209362892,447604.252098845,"53.923766465093074, -2.439865481688294"
PRIMARY,400078_T13_T14,2036,3 - ELECTRIC ENGAGEMENT,24.54,13.93,10.01,0.44,,,,371211.209362892,447604.252098845,"53.923766465093074, -2.439865481688294"
PRIMARY,400078_T13_T14,2036,6 - ACCELERATED DECARBONISATION,25.25,13.33,9.58,-2.45,,,,371211.209362892,447604.252098845,"53.923766465093074, -2.439865481688294"
PRIMARY,400078_T13_T14,2039,3 - ELECTRIC ENGAGEMENT,25.61,13.11,9.43,-1.67,,,,371211.209362892,447604.252098845,"53.923766465093074, -2.439865481688294"
PRIMARY,400078_T13_T14,2046,2 - COUNTERFACTUAL,25.4,14.54,10.45,-0.61,,,,371211.209362892,447604.252098845,"53.923766465093074, -2.439865481688294"
PRIMARY,400078_T13_T14,2046,3 - ELECTRIC ENGAGEMENT,26.5,11.87,8.53,-4.34,,,,371211.209362892,447604.252098845,"53.923766465093074, -2.439865481688294"
PRIMARY,400078_T13_T14,2046,4 - HOLISTIC TRANSITION,26.3,11.5,8.26,-5.49,,,,371211.209362892,447604.252098845,"53.923766465093074, -2.439865481688294"
PRIMARY,400078_T13_T14,2046,6 - ACCELERATED DECARBONISATION,26.42,11.18,8.03,-6.94,,,,371211.209362892,447604.252098845,"53.923766465093074, -2.439865481688294"
PRIMARY,400078_T13_T14,2051,5 - HYDROGEN EVOLUTION,25.56,13.29,9.55,-0.64,,,,371211.209362892,447604.252098845,"53.923766465093074, -2.439865481688294"
PRIMARY,609613,2024,4 - HOLISTIC TRANSITION,3.13,3.13,3.13,2.29,,,,352900.704663606,576375.982433842,"55.07958596948508, -2.7392710974259558"
PRIMARY,609613,2025,4 - HOLISTIC TRANSITION,3.14,3.14,3.14,1.97,,,,352900.704663606,576375.982433842,"55.07958596948508, -2.7392710974259558"
PRIMARY,609613,2025,5 - HYDROGEN EVOLUTION,3.15,3.15,3.15,2.21,,,,352900.704663606,576375.982433842,"55.07958596948508, -2.7392710974259558"
PRIMARY,609613,2026,3 - ELECTRIC ENGAGEMENT,3.17,3.17,3.17,1.73,,,,352900.704663606,576375.982433842,"55.07958596948508, -2.7392710974259558"
PRIMARY,609613,2027,1 - BEST VIEW,3.21,3.21,3.21,1.77,,,,352900.704663606,576375.982433842,"55.07958596948508, -2.7392710974259558"
PRIMARY,609613,2027,4 - HOLISTIC TRANSITION,3.17,3.17,3.17,1.88,,,,352900.704663606,576375.982433842,"55.07958596948508, -2.7392710974259558"
PRIMARY,609613,2028,1 - BEST VIEW,3.24,3.24,3.24,1.74,,,,352900.704663606,576375.982433842,"55.07958596948508, -2.7392710974259558"
PRIMARY,609613,2028,2 - COUNTERFACTUAL,3.22,3.22,3.22,2.13,,,,352900.704663606,576375.982433842,"55.07958596948508, -2.7392710974259558"
PRIMARY,609613,2028,3 - ELECTRIC ENGAGEMENT,3.24,3.24,3.24,1.69,,,,352900.704663606,576375.982433842,"55.07958596948508, -2.7392710974259558"
PRIMARY,609613,2028,4 - HOLISTIC TRANSITION,3.19,3.19,3.19,1.86,,,,352900.704663606,576375.982433842,"55.07958596948508, -2.7392710974259558"
PRIMARY,609613,2028,5 - HYDROGEN EVOLUTION,3.21,3.21,3.21,2.14,,,,352900.704663606,576375.982433842,"55.07958596948508, -2.7392710974259558"
PRIMARY,609613,2029,3 - ELECTRIC ENGAGEMENT,3.25,3.25,3.25,1.66,,,,352900.704663606,576375.982433842,"55.07958596948508, -2.7392710974259558"
PRIMARY,609613,2029,5 - HYDROGEN EVOLUTION,3.24,3.24,3.24,2.12,,,,352900.704663606,576375.982433842,"55.07958596948508, -2.7392710974259558"
PRIMARY,609613,2030,2 - COUNTERFACTUAL,3.26,3.26,3.26,2.04,,,,352900.704663606,576375.982433842,"55.07958596948508, -2.7392710974259558"
PRIMARY,609613,2030,3 - ELECTRIC ENGAGEMENT,3.26,3.26,3.26,1.65,,,,352900.704663606,576375.982433842,"55.07958596948508, -2.7392710974259558"
PRIMARY,609613,2030,4 - HOLISTIC TRANSITION,3.23,3.23,3.23,1.81,,,,352900.704663606,576375.982433842,"55.07958596948508, -2.7392710974259558"
PRIMARY,609613,2030,6 - ACCELERATED DECARBONISATION,3.27,3.27,3.27,1.51,,,,352900.704663606,576375.982433842,"55.07958596948508, -2.7392710974259558"
PRIMARY,609613,2031,3 - ELECTRIC ENGAGEMENT,3.26,3.26,3.26,1.64,,,,352900.704663606,576375.982433842,"55.07958596948508, -2.7392710974259558"
PRIMARY,609613,2031,4 - HOLISTIC TRANSITION,3.24,3.24,3.24,1.77,,,,352900.704663606,576375.982433842,"55.07958596948508, -2.7392710974259558"
PRIMARY,609613,2032,6 - ACCELERATED DECARBONISATION,3.3,3.3,3.3,1.4,,,,352900.704663606,576375.982433842,"55.07958596948508, -2.7392710974259558"
PRIMARY,609613,2033,4 - HOLISTIC TRANSITION,3.27,3.27,3.27,1.68,,,,352900.704663606,576375.982433842,"55.07958596948508, -2.7392710974259558"
PRIMARY,609613,2039,2 - COUNTERFACTUAL,3.36,3.36,3.36,1.65,,,,352900.704663606,576375.982433842,"55.07958596948508, -2.7392710974259558"
PRIMARY,609613,2039,5 - HYDROGEN EVOLUTION,3.38,3.38,3.38,1.59,,,,352900.704663606,576375.982433842,"55.07958596948508, -2.7392710974259558"
PRIMARY,609613,2039,6 - ACCELERATED DECARBONISATION,3.41,3.41,3.41,1.02,,,,352900.704663606,576375.982433842,"55.07958596948508, -2.7392710974259558"
PRIMARY,609613,2042,1 - BEST VIEW,3.43,3.43,3.43,1.1,,,,352900.704663606,576375.982433842,"55.07958596948508, -2.7392710974259558"
PRIMARY,609613,2042,3 - ELECTRIC ENGAGEMENT,3.35,3.35,3.35,0.91,,,,352900.704663606,576375.982433842,"55.07958596948508, -2.7392710974259558"
PRIMARY,609613,2042,4 - HOLISTIC TRANSITION,3.35,3.35,3.35,1.16,,,,352900.704663606,576375.982433842,"55.07958596948508, -2.7392710974259558"
PRIMARY,609613,2042,5 - HYDROGEN EVOLUTION,3.4,3.4,3.4,1.44,,,,352900.704663606,576375.982433842,"55.07958596948508, -2.7392710974259558"
PRIMARY,609613,2046,5 - HYDROGEN EVOLUTION,3.43,3.43,3.43,1.31,,,,352900.704663606,576375.982433842,"55.07958596948508, -2.7392710974259558"
PRIMARY,609613,2051,6 - ACCELERATED DECARBONISATION,3.45,3.45,3.45,0.9,,,,352900.704663606,576375.982433842,"55.07958596948508, -2.7392710974259558"
PRIMARY,609605_609607,2024,4 - HOLISTIC TRANSITION,5.36,0.88,0.64,5.36,,,,336293.6284991,552061.235213846,"54.85926486220644, -2.993945020883553"
PRIMARY,609605_609607,2025,4 - HOLISTIC TRANSITION,4.94,0.88,0.64,4.94,,,,336293.6284991,552061.235213846,"54.85926486220644, -2.993945020883553"
PRIMARY,609605_609607,2025,6 - ACCELERATED DECARBONISATION,0.52,0.2,0.16,0.52,,,,336293.6284991,552061.235213846,"54.85926486220644, -2.993945020883553"
PRIMARY,609605_609607,2026,3 - ELECTRIC ENGAGEMENT,-1.08,-0.61,-0.54,-2.54,,,,336293.6284991,552061.235213846,"54.85926486220644, -2.993945020883553"
PRIMARY,609605_609607,2026,5 - HYDROGEN EVOLUTION,2.68,0.88,0.64,2.68,,,,336293.6284991,552061.235213846,"54.85926486220644, -2.993945020883553"
PRIMARY,609605_609607,2027,2 - COUNTERFACTUAL,1.02,0.38,0.32,1.02,,,,336293.6284991,552061.235213846,"54.85926486220644, -2.993945020883553"
PRIMARY,609605_609607,2027,4 - HOLISTIC TRANSITION,-1.12,-0.62,-0.55,-2.52,,,,336293.6284991,552061.235213846,"54.85926486220644, -2.993945020883553"
PRIMARY,609605_609607,2028,2 - COUNTERFACTUAL,-0.1,-0.24,-0.23,-0.1,,,,336293.6284991,552061.235213846,"54.85926486220644, -2.993945020883553"
PRIMARY,609605_609607,2028,4 - HOLISTIC TRANSITION,-6.54,-2.68,-2.23,-14.34,,,,336293.6284991,552061.235213846,"54.85926486220644, -2.993945020883553"
PRIMARY,609605_609607,2029,5 - HYDROGEN EVOLUTION,-4.23,-1.8,-1.51,-6.77,,,,336293.6284991,552061.235213846,"54.85926486220644, -2.993945020883553"
PRIMARY,609605_609607,2030,2 - COUNTERFACTUAL,-4.93,-2.07,-1.73,-8.16,,,,336293.6284991,552061.235213846,"54.85926486220644, -2.993945020883553"
PRIMARY,609605_609607,2031,1 - BEST VIEW,-12.59,-4.98,-4.11,-24.63,,,,336293.6284991,552061.235213846,"54.85926486220644, -2.993945020883553"
PRIMARY,609605_609607,2032,2 - COUNTERFACTUAL,-8.99,-3.61,-2.99,-17.05,,,,336293.6284991,552061.235213846,"54.85926486220644, -2.993945020883553"
PRIMARY,609605_609607,2032,3 - ELECTRIC ENGAGEMENT,-18.63,-7.27,-5.98,-35.97,,,,336293.6284991,552061.235213846,"54.85926486220644, -2.993945020883553"
PRIMARY,609605_609607,2032,5 - HYDROGEN EVOLUTION,-11.06,-4.4,-3.63,-20.79,,,,336293.6284991,552061.235213846,"54.85926486220644, -2.993945020883553"
PRIMARY,609605_609607,2033,4 - HOLISTIC TRANSITION,-25.15,-9.75,-8.0,-50.14,,,,336293.6284991,552061.235213846,"54.85926486220644, -2.993945020883553"
PRIMARY,609605_609607,2036,4 - HOLISTIC TRANSITION,-33.96,-13.09,-10.73,-67.62,,,,336293.6284991,552061.235213846,"54.85926486220644, -2.993945020883553"
PRIMARY,609605_609607,2039,2 - COUNTERFACTUAL,-23.75,-9.21,-7.57,-48.82,,,,336293.6284991,552061.235213846,"54.85926486220644, -2.993945020883553"
PRIMARY,609605_609607,2039,3 - ELECTRIC ENGAGEMENT,-42.1,-16.18,-13.26,-83.77,,,,336293.6284991,552061.235213846,"54.85926486220644, -2.993945020883553"
PRIMARY,609605_609607,2039,6 - ACCELERATED DECARBONISATION,-52.7,-18.37,-15.05,-100.4,,,,336293.6284991,552061.235213846,"54.85926486220644, -2.993945020883553"
PRIMARY,609605_609607,2042,1 - BEST VIEW,-45.14,-16.67,-13.66,-90.88,,,,336293.6284991,552061.235213846,"54.85926486220644, -2.993945020883553"
PRIMARY,609605_609607,2042,2 - COUNTERFACTUAL,-31.1,-12.0,-9.85,-64.7,,,,336293.6284991,552061.235213846,"54.85926486220644, -2.993945020883553"
PRIMARY,609605_609607,2042,3 - ELECTRIC ENGAGEMENT,-59.91,-19.43,-15.92,-109.84,,,,336293.6284991,552061.235213846,"54.85926486220644, -2.993945020883553"
PRIMARY,609605_609607,2042,4 - HOLISTIC TRANSITION,-62.44,-20.26,-16.59,-113.82,,,,336293.6284991,552061.235213846,"54.85926486220644, -2.993945020883553"
PRIMARY,609605_609607,2046,4 - HOLISTIC TRANSITION,-68.26,-21.48,-17.59,-120.84,,,,336293.6284991,552061.235213846,"54.85926486220644, -2.993945020883553"
PRIMARY,609605_609607,2046,6 - ACCELERATED DECARBONISATION,-79.28,-23.35,-19.11,-137.17,,,,336293.6284991,552061.235213846,"54.85926486220644, -2.993945020883553"
PRIMARY,609605_609607,2051,1 - BEST VIEW,-59.06,-19.4,-15.89,-110.64,,,,336293.6284991,552061.235213846,"54.85926486220644, -2.993945020883553"
PRIMARY,301340,2024,1 - BEST VIEW,24.16,6.62,4.83,12.82,,,,388958.927615442,391998.908529245,"53.42466623529294, -2.1676170065024296"
PRIMARY,301340,2024,5 - HYDROGEN EVOLUTION,24.16,6.62,4.83,12.82,,,,388958.927615442,391998.908529245,"53.42466623529294, -2.1676170065024296"
PRIMARY,301340,2025,1 - BEST VIEW,24.24,6.25,4.56,11.01,,,,388958.927615442,391998.908529245,"53.42466623529294, -2.1676170065024296"
PRIMARY,301340,2025,2 - COUNTERFACTUAL,24.22,6.46,4.71,11.93,,,,388958.927615442,391998.908529245,"53.42466623529294, -2.1676170065024296"
PRIMARY,301340,2026,2 - COUNTERFACTUAL,24.31,6.25,4.56,11.43,,,,388958.927615442,391998.908529245,"53.42466623529294, -2.1676170065024296"
PRIMARY,301340,2027,1 - BEST VIEW,24.51,5.73,4.18,9.76,,,,388958.927615442,391998.908529245,"53.42466623529294, -2.1676170065024296"
PRIMARY,301340,2027,2 - COUNTERFACTUAL,24.42,5.98,4.36,11.04,,,,388958.927615442,391998.908529245,"53.42466623529294, -2.1676170065024296"
PRIMARY,301340,2027,5 - HYDROGEN EVOLUTION,24.43,5.89,4.3,10.49,,,,388958.927615442,391998.908529245,"53.42466623529294, -2.1676170065024296"
PRIMARY,301340,2028,4 - HOLISTIC TRANSITION,24.54,5.35,3.9,9.53,,,,388958.927615442,391998.908529245,"53.42466623529294, -2.1676170065024296"
PRIMARY,301340,2028,5 - HYDROGEN EVOLUTION,24.55,5.62,4.1,10.1,,,,388958.927615442,391998.908529245,"53.42466623529294, -2.1676170065024296"
PRIMARY,301340,2029,2 - COUNTERFACTUAL,24.71,5.54,4.04,10.29,,,,388958.927615442,391998.908529245,"53.42466623529294, -2.1676170065024296"
PRIMARY,301340,2031,2 - COUNTERFACTUAL,25.1,5.03,3.67,9.41,,,,388958.927615442,391998.908529245,"53.42466623529294, -2.1676170065024296"
PRIMARY,301340,2031,6 - ACCELERATED DECARBONISATION,18.95,3.07,2.24,0.63,,,,388958.927615442,391998.908529245,"53.42466623529294, -2.1676170065024296"
PRIMARY,301340,2032,2 - COUNTERFACTUAL,25.22,4.87,3.56,8.92,,,,388958.927615442,391998.908529245,"53.42466623529294, -2.1676170065024296"
PRIMARY,301340,2033,2 - COUNTERFACTUAL,25.35,4.7,3.43,8.42,,,,388958.927615442,391998.908529245,"53.42466623529294, -2.1676170065024296"
PRIMARY,301340,2033,6 - ACCELERATED DECARBONISATION,13.18,2.14,1.56,-3.35,,,,388958.927615442,391998.908529245,"53.42466623529294, -2.1676170065024296"
PRIMARY,301340,2036,3 - ELECTRIC ENGAGEMENT,9.77,1.59,1.16,-3.07,,,,388958.927615442,391998.908529245,"53.42466623529294, -2.1676170065024296"
PRIMARY,301340,2036,4 - HOLISTIC TRANSITION,10.17,1.65,1.2,-4.31,,,,388958.927615442,391998.908529245,"53.42466623529294, -2.1676170065024296"
PRIMARY,301340,2036,5 - HYDROGEN EVOLUTION,16.52,2.68,1.96,0.18,,,,388958.927615442,391998.908529245,"53.42466623529294, -2.1676170065024296"
PRIMARY,301340,2036,6 - ACCELERATED DECARBONISATION,7.93,1.29,0.94,-5.97,,,,388958.927615442,391998.908529245,"53.42466623529294, -2.1676170065024296"
PRIMARY,301340,2039,2 - COUNTERFACTUAL,24.25,3.93,2.87,5.93,,,,388958.927615442,391998.908529245,"53.42466623529294, -2.1676170065024296"
PRIMARY,301340,2039,4 - HOLISTIC TRANSITION,5.77,0.94,0.68,-6.49,,,,388958.927615442,391998.908529245,"53.42466623529294, -2.1676170065024296"
PRIMARY,301340,2042,2 - COUNTERFACTUAL,21.92,3.56,2.59,4.87,,,,388958.927615442,391998.908529245,"53.42466623529294, -2.1676170065024296"
PRIMARY,301340,2042,3 - ELECTRIC ENGAGEMENT,1.39,0.22,0.16,-7.2,,,,388958.927615442,391998.908529245,"53.42466623529294, -2.1676170065024296"
PRIMARY,301340,2046,2 - COUNTERFACTUAL,26.37,4.28,3.12,3.78,,,,388958.927615442,391998.908529245,"53.42466623529294, -2.1676170065024296"
PRIMARY,301340,2046,3 - ELECTRIC ENGAGEMENT,6.08,0.99,0.72,-8.45,,,,388958.927615442,391998.908529245,"53.42466623529294, -2.1676170065024296"
PRIMARY,301340,2046,6 - ACCELERATED DECARBONISATION,13.56,2.2,1.6,-10.36,,,,388958.927615442,391998.908529245,"53.42466623529294, -2.1676170065024296"
PRIMARY,301340,2051,2 - COUNTERFACTUAL,27.55,5.03,3.67,3.08,,,,388958.927615442,391998.908529245,"53.42466623529294, -2.1676170065024296"
PRIMARY,400093,2024,1 - BEST VIEW,29.57,15.4,11.23,17.32,,,,387153.109302128,423048.139840158,"53.7037033864758, -2.196079792100565"
PRIMARY,400093,2024,4 - HOLISTIC TRANSITION,29.57,15.4,11.23,17.32,,,,387153.109302128,423048.139840158,"53.7037033864758, -2.196079792100565"
PRIMARY,400093,2024,5 - HYDROGEN EVOLUTION,29.57,15.4,11.23,17.32,,,,387153.109302128,423048.139840158,"53.7037033864758, -2.196079792100565"
PRIMARY,400093,2025,6 - ACCELERATED DECARBONISATION,29.6,15.4,11.23,17.3,,,,387153.109302128,423048.139840158,"53.7037033864758, -2.196079792100565"
PRIMARY,400093,2026,3 - ELECTRIC ENGAGEMENT,29.76,15.19,11.08,16.87,,,,387153.109302128,423048.139840158,"53.7037033864758, -2.196079792100565"
PRIMARY,400093,2026,5 - HYDROGEN EVOLUTION,29.7,15.26,11.13,16.92,,,,387153.109302128,423048.139840158,"53.7037033864758, -2.196079792100565"
PRIMARY,400093,2028,1 - BEST VIEW,29.99,14.44,10.54,16.28,,,,387153.109302128,423048.139840158,"53.7037033864758, -2.196079792100565"
PRIMARY,400093,2029,3 - ELECTRIC ENGAGEMENT,30.24,14.18,10.34,16.05,,,,387153.109302128,423048.139840158,"53.7037033864758, -2.196079792100565"
PRIMARY,400093,2030,1 - BEST VIEW,30.36,14.26,10.4,15.85,,,,387153.109302128,423048.139840158,"53.7037033864758, -2.196079792100565"
PRIMARY,400093,2030,2 - COUNTERFACTUAL,30.19,14.59,10.65,16.26,,,,387153.109302128,423048.139840158,"53.7037033864758, -2.196079792100565"
PRIMARY,400093,2030,3 - ELECTRIC ENGAGEMENT,30.46,14.28,10.41,15.85,,,,387153.109302128,423048.139840158,"53.7037033864758, -2.196079792100565"
PRIMARY,400093,2030,5 - HYDROGEN EVOLUTION,30.21,14.34,10.46,16.2,,,,387153.109302128,423048.139840158,"53.7037033864758, -2.196079792100565"
PRIMARY,400093,2031,1 - BEST VIEW,30.61,14.32,10.44,15.64,,,,387153.109302128,423048.139840158,"53.7037033864758, -2.196079792100565"
PRIMARY,400093,2032,5 - HYDROGEN EVOLUTION,30.62,14.27,10.41,15.76,,,,387153.109302128,423048.139840158,"53.7037033864758, -2.196079792100565"
PRIMARY,400093,2032,6 - ACCELERATED DECARBONISATION,30.83,13.44,9.8,13.61,,,,387153.109302128,423048.139840158,"53.7037033864758, -2.196079792100565"
PRIMARY,400093,2033,1 - BEST VIEW,31.04,14.02,10.23,15.16,,,,387153.109302128,423048.139840158,"53.7037033864758, -2.196079792100565"
PRIMARY,400093,2033,3 - ELECTRIC ENGAGEMENT,31.18,13.83,10.09,15.25,,,,387153.109302128,423048.139840158,"53.7037033864758, -2.196079792100565"
PRIMARY,400093,2033,4 - HOLISTIC TRANSITION,30.93,13.04,9.51,12.98,,,,387153.109302128,423048.139840158,"53.7037033864758, -2.196079792100565"
PRIMARY,400093,2033,5 - HYDROGEN EVOLUTION,30.8,14.13,10.31,15.51,,,,387153.109302128,423048.139840158,"53.7037033864758, -2.196079792100565"
PRIMARY,400093,2036,2 - COUNTERFACTUAL,30.97,14.08,10.27,14.36,,,,387153.109302128,423048.139840158,"53.7037033864758, -2.196079792100565"
PRIMARY,400093,2036,3 - ELECTRIC ENGAGEMENT,31.83,13.18,9.61,13.86,,,,387153.109302128,423048.139840158,"53.7037033864758, -2.196079792100565"
PRIMARY,400093,2036,5 - HYDROGEN EVOLUTION,31.43,13.76,10.04,14.65,,,,387153.109302128,423048.139840158,"53.7037033864758, -2.196079792100565"
PRIMARY,400093,2039,3 - ELECTRIC ENGAGEMENT,32.35,12.38,9.03,10.83,,,,387153.109302128,423048.139840158,"53.7037033864758, -2.196079792100565"
PRIMARY,400093,2042,1 - BEST VIEW,32.69,11.97,8.73,7.32,,,,387153.109302128,423048.139840158,"53.7037033864758, -2.196079792100565"
PRIMARY,400093,2042,5 - HYDROGEN EVOLUTION,32.3,13.06,9.53,12.78,,,,387153.109302128,423048.139840158,"53.7037033864758, -2.196079792100565"
