GROUP,GROUP_NUMBER,YEAR,SCENARIO,PRY GEN HEADROOM - INVERTER BASED ( MW ),PRY GEN HEADROOM - SYNCHRONOUS LV ( MW ),PRY GEN HEADROOM - SYNCHRONOUS HV ( MW ),PRY BATTERY HEADROOM ( MW),BSP GEN HEADROOM - INVERTER BASED ( MW ),BSP GEN HEADROOM - SYNCHRONOUS ( MW ),BSP BATTERY HEADROOM ( MW ),CENTROID_X,CENTROID_Y,geopoint
PRIMARY,100637,2028,4 - HOLISTIC TRANSITION,32.69,8.34,6.09,9.34,,,,381859.087997108,400158.244444036,"53.497807342594136, -2.2749314090828596"
PRIMARY,100637,2028,5 - HYDROGEN EVOLUTION,32.71,8.63,6.3,10.61,,,,381859.087997108,400158.244444036,"53.497807342594136, -2.2749314090828596"
PRIMARY,100637,2029,2 - COUNTERFACTUAL,32.85,8.78,6.4,11.6,,,,381859.087997108,400158.244444036,"53.497807342594136, -2.2749314090828596"
PRIMARY,100637,2030,2 - COUNTERFACTUAL,33.02,8.47,6.18,11.19,,,,381859.087997108,400158.244444036,"53.497807342594136, -2.2749314090828596"
PRIMARY,100637,2030,6 - ACCELERATED DECARBONISATION,33.26,7.41,5.4,5.76,,,,381859.087997108,400158.244444036,"53.497807342594136, -2.2749314090828596"
PRIMARY,100637,2031,1 - BEST VIEW,33.55,7.46,5.44,5.89,,,,381859.087997108,400158.244444036,"53.497807342594136, -2.2749314090828596"
PRIMARY,100637,2031,2 - COUNTERFACTUAL,33.21,8.32,6.07,10.65,,,,381859.087997108,400158.244444036,"53.497807342594136, -2.2749314090828596"
PRIMARY,100637,2032,3 - ELECTRIC ENGAGEMENT,34.03,6.9,5.03,4.02,,,,381859.087997108,400158.244444036,"53.497807342594136, -2.2749314090828596"
PRIMARY,100637,2033,3 - ELECTRIC ENGAGEMENT,34.35,6.7,4.89,3.36,,,,381859.087997108,400158.244444036,"53.497807342594136, -2.2749314090828596"
PRIMARY,100637,2033,4 - HOLISTIC TRANSITION,34.14,6.56,4.78,3.18,,,,381859.087997108,400158.244444036,"53.497807342594136, -2.2749314090828596"
PRIMARY,100637,2036,1 - BEST VIEW,35.17,6.48,4.73,1.94,,,,381859.087997108,400158.244444036,"53.497807342594136, -2.2749314090828596"
PRIMARY,100637,2036,6 - ACCELERATED DECARBONISATION,34.73,5.63,4.11,-1.57,,,,381859.087997108,400158.244444036,"53.497807342594136, -2.2749314090828596"
PRIMARY,100637,2039,5 - HYDROGEN EVOLUTION,35.73,6.51,4.75,2.46,,,,381859.087997108,400158.244444036,"53.497807342594136, -2.2749314090828596"
PRIMARY,100637,2039,6 - ACCELERATED DECARBONISATION,30.41,4.93,3.6,-4.43,,,,381859.087997108,400158.244444036,"53.497807342594136, -2.2749314090828596"
PRIMARY,100637,2042,2 - COUNTERFACTUAL,35.6,6.97,5.09,4.68,,,,381859.087997108,400158.244444036,"53.497807342594136, -2.2749314090828596"
PRIMARY,100637,2042,6 - ACCELERATED DECARBONISATION,27.22,4.41,3.22,-6.3,,,,381859.087997108,400158.244444036,"53.497807342594136, -2.2749314090828596"
PRIMARY,100637,2046,3 - ELECTRIC ENGAGEMENT,27.0,4.38,3.19,-6.07,,,,381859.087997108,400158.244444036,"53.497807342594136, -2.2749314090828596"
PRIMARY,100637,2046,4 - HOLISTIC TRANSITION,28.3,4.59,3.35,-5.29,,,,381859.087997108,400158.244444036,"53.497807342594136, -2.2749314090828596"
PRIMARY,100637,2051,2 - COUNTERFACTUAL,36.89,6.32,4.61,1.62,,,,381859.087997108,400158.244444036,"53.497807342594136, -2.2749314090828596"
PRIMARY,100637,2051,6 - ACCELERATED DECARBONISATION,23.42,3.8,2.77,-8.18,,,,381859.087997108,400158.244444036,"53.497807342594136, -2.2749314090828596"
PRIMARY,300029,2024,2 - COUNTERFACTUAL,31.29,5.08,3.7,31.29,,,,389533.207986457,404660.096230216,"53.538481869013495, -2.159401711040543"
PRIMARY,300029,2024,5 - HYDROGEN EVOLUTION,31.29,5.08,3.7,31.29,,,,389533.207986457,404660.096230216,"53.538481869013495, -2.159401711040543"
PRIMARY,300029,2024,6 - ACCELERATED DECARBONISATION,31.29,5.08,3.7,31.29,,,,389533.207986457,404660.096230216,"53.538481869013495, -2.159401711040543"
PRIMARY,300029,2025,4 - HOLISTIC TRANSITION,28.53,4.63,3.38,28.53,,,,389533.207986457,404660.096230216,"53.538481869013495, -2.159401711040543"
PRIMARY,300029,2025,5 - HYDROGEN EVOLUTION,29.84,4.84,3.53,29.84,,,,389533.207986457,404660.096230216,"53.538481869013495, -2.159401711040543"
PRIMARY,300029,2026,1 - BEST VIEW,26.62,4.32,3.15,26.62,,,,389533.207986457,404660.096230216,"53.538481869013495, -2.159401711040543"
PRIMARY,300029,2026,3 - ELECTRIC ENGAGEMENT,25.72,4.17,3.04,25.72,,,,389533.207986457,404660.096230216,"53.538481869013495, -2.159401711040543"
PRIMARY,300029,2026,5 - HYDROGEN EVOLUTION,28.57,4.63,3.38,28.57,,,,389533.207986457,404660.096230216,"53.538481869013495, -2.159401711040543"
PRIMARY,300029,2027,3 - ELECTRIC ENGAGEMENT,24.29,3.94,2.87,24.29,,,,389533.207986457,404660.096230216,"53.538481869013495, -2.159401711040543"
PRIMARY,300029,2027,4 - HOLISTIC TRANSITION,27.14,4.4,3.21,27.14,,,,389533.207986457,404660.096230216,"53.538481869013495, -2.159401711040543"
PRIMARY,300029,2028,1 - BEST VIEW,24.27,3.94,2.87,24.27,,,,389533.207986457,404660.096230216,"53.538481869013495, -2.159401711040543"
PRIMARY,300029,2028,4 - HOLISTIC TRANSITION,26.13,4.24,3.09,26.13,,,,389533.207986457,404660.096230216,"53.538481869013495, -2.159401711040543"
PRIMARY,300029,2028,6 - ACCELERATED DECARBONISATION,24.35,3.95,2.88,24.35,,,,389533.207986457,404660.096230216,"53.538481869013495, -2.159401711040543"
PRIMARY,300029,2029,3 - ELECTRIC ENGAGEMENT,21.37,3.47,2.53,21.37,,,,389533.207986457,404660.096230216,"53.538481869013495, -2.159401711040543"
PRIMARY,300029,2029,4 - HOLISTIC TRANSITION,25.3,4.1,2.99,25.3,,,,389533.207986457,404660.096230216,"53.538481869013495, -2.159401711040543"
PRIMARY,300029,2029,6 - ACCELERATED DECARBONISATION,23.47,3.81,2.78,23.47,,,,389533.207986457,404660.096230216,"53.538481869013495, -2.159401711040543"
PRIMARY,300029,2030,4 - HOLISTIC TRANSITION,24.22,3.93,2.87,24.22,,,,389533.207986457,404660.096230216,"53.538481869013495, -2.159401711040543"
PRIMARY,300029,2032,5 - HYDROGEN EVOLUTION,22.97,3.73,2.72,22.97,,,,389533.207986457,404660.096230216,"53.538481869013495, -2.159401711040543"
PRIMARY,300029,2033,1 - BEST VIEW,19.83,3.22,2.35,19.83,,,,389533.207986457,404660.096230216,"53.538481869013495, -2.159401711040543"
PRIMARY,300029,2033,4 - HOLISTIC TRANSITION,20.62,3.35,2.44,20.62,,,,389533.207986457,404660.096230216,"53.538481869013495, -2.159401711040543"
PRIMARY,300029,2036,1 - BEST VIEW,16.71,2.71,1.98,16.71,,,,389533.207986457,404660.096230216,"53.538481869013495, -2.159401711040543"
PRIMARY,300029,2039,1 - BEST VIEW,12.74,2.07,1.51,12.74,,,,389533.207986457,404660.096230216,"53.538481869013495, -2.159401711040543"
PRIMARY,300029,2039,4 - HOLISTIC TRANSITION,15.11,2.45,1.79,15.11,,,,389533.207986457,404660.096230216,"53.538481869013495, -2.159401711040543"
PRIMARY,300029,2042,3 - ELECTRIC ENGAGEMENT,6.68,1.08,0.79,6.68,,,,389533.207986457,404660.096230216,"53.538481869013495, -2.159401711040543"
PRIMARY,300029,2042,4 - HOLISTIC TRANSITION,10.52,1.71,1.24,10.52,,,,389533.207986457,404660.096230216,"53.538481869013495, -2.159401711040543"
PRIMARY,300029,2042,6 - ACCELERATED DECARBONISATION,8.95,1.45,1.06,8.95,,,,389533.207986457,404660.096230216,"53.538481869013495, -2.159401711040543"
PRIMARY,300029,2046,2 - COUNTERFACTUAL,17.13,2.78,2.03,17.13,,,,389533.207986457,404660.096230216,"53.538481869013495, -2.159401711040543"
PRIMARY,300029,2046,6 - ACCELERATED DECARBONISATION,5.22,0.85,0.62,5.22,,,,389533.207986457,404660.096230216,"53.538481869013495, -2.159401711040543"
PRIMARY,300029,2051,1 - BEST VIEW,9.0,1.46,1.07,9.0,,,,389533.207986457,404660.096230216,"53.538481869013495, -2.159401711040543"
PRIMARY,300029,2051,4 - HOLISTIC TRANSITION,4.47,0.73,0.53,4.47,,,,389533.207986457,404660.096230216,"53.538481869013495, -2.159401711040543"
PRIMARY,300029,2051,5 - HYDROGEN EVOLUTION,15.05,2.44,1.78,15.05,,,,389533.207986457,404660.096230216,"53.538481869013495, -2.159401711040543"
PRIMARY,100112,2024,1 - BEST VIEW,30.2,13.31,9.71,12.69,,,,385114.488583469,390836.762586828,"53.41412501424983, -2.2254141547097963"
PRIMARY,100112,2024,4 - HOLISTIC TRANSITION,30.21,13.31,9.71,12.69,,,,385114.488583469,390836.762586828,"53.41412501424983, -2.2254141547097963"
PRIMARY,100112,2025,1 - BEST VIEW,30.28,13.18,9.61,12.4,,,,385114.488583469,390836.762586828,"53.41412501424983, -2.2254141547097963"
PRIMARY,100112,2025,2 - COUNTERFACTUAL,30.25,13.14,9.59,12.5,,,,385114.488583469,390836.762586828,"53.41412501424983, -2.2254141547097963"
PRIMARY,100112,2025,3 - ELECTRIC ENGAGEMENT,30.31,13.17,9.61,12.39,,,,385114.488583469,390836.762586828,"53.41412501424983, -2.2254141547097963"
PRIMARY,100112,2025,4 - HOLISTIC TRANSITION,30.18,13.27,9.68,12.79,,,,385114.488583469,390836.762586828,"53.41412501424983, -2.2254141547097963"
PRIMARY,100112,2026,1 - BEST VIEW,30.4,13.13,9.58,12.25,,,,385114.488583469,390836.762586828,"53.41412501424983, -2.2254141547097963"
PRIMARY,100112,2026,2 - COUNTERFACTUAL,30.34,13.15,9.59,12.35,,,,385114.488583469,390836.762586828,"53.41412501424983, -2.2254141547097963"
PRIMARY,100112,2026,3 - ELECTRIC ENGAGEMENT,30.44,13.09,9.55,12.27,,,,385114.488583469,390836.762586828,"53.41412501424983, -2.2254141547097963"
PRIMARY,100112,2027,4 - HOLISTIC TRANSITION,30.29,13.16,9.6,12.77,,,,385114.488583469,390836.762586828,"53.41412501424983, -2.2254141547097963"
PRIMARY,100112,2027,5 - HYDROGEN EVOLUTION,30.43,13.08,9.54,12.39,,,,385114.488583469,390836.762586828,"53.41412501424983, -2.2254141547097963"
PRIMARY,100112,2028,5 - HYDROGEN EVOLUTION,30.55,13.0,9.48,12.32,,,,385114.488583469,390836.762586828,"53.41412501424983, -2.2254141547097963"
PRIMARY,100112,2029,1 - BEST VIEW,30.96,12.77,9.31,11.61,,,,385114.488583469,390836.762586828,"53.41412501424983, -2.2254141547097963"
PRIMARY,100112,2029,5 - HYDROGEN EVOLUTION,30.75,12.91,9.42,12.21,,,,385114.488583469,390836.762586828,"53.41412501424983, -2.2254141547097963"
PRIMARY,100112,2030,2 - COUNTERFACTUAL,31.08,12.62,9.21,11.37,,,,385114.488583469,390836.762586828,"53.41412501424983, -2.2254141547097963"
PRIMARY,100112,2030,3 - ELECTRIC ENGAGEMENT,31.41,12.48,9.1,11.62,,,,385114.488583469,390836.762586828,"53.41412501424983, -2.2254141547097963"
PRIMARY,100112,2030,6 - ACCELERATED DECARBONISATION,31.14,12.59,9.18,11.33,,,,385114.488583469,390836.762586828,"53.41412501424983, -2.2254141547097963"
PRIMARY,100112,2031,4 - HOLISTIC TRANSITION,31.2,12.47,9.1,11.17,,,,385114.488583469,390836.762586828,"53.41412501424983, -2.2254141547097963"
PRIMARY,100112,2032,4 - HOLISTIC TRANSITION,31.42,12.19,8.89,10.22,,,,385114.488583469,390836.762586828,"53.41412501424983, -2.2254141547097963"
PRIMARY,100112,2032,6 - ACCELERATED DECARBONISATION,31.74,11.99,8.75,9.27,,,,385114.488583469,390836.762586828,"53.41412501424983, -2.2254141547097963"
PRIMARY,100112,2033,1 - BEST VIEW,31.93,12.12,8.84,10.76,,,,385114.488583469,390836.762586828,"53.41412501424983, -2.2254141547097963"
PRIMARY,100112,2033,2 - COUNTERFACTUAL,31.57,12.25,8.94,10.4,,,,385114.488583469,390836.762586828,"53.41412501424983, -2.2254141547097963"
PRIMARY,100112,2033,5 - HYDROGEN EVOLUTION,31.65,12.3,8.97,11.56,,,,385114.488583469,390836.762586828,"53.41412501424983, -2.2254141547097963"
PRIMARY,100112,2036,2 - COUNTERFACTUAL,31.89,11.87,8.66,9.54,,,,385114.488583469,390836.762586828,"53.41412501424983, -2.2254141547097963"
PRIMARY,100112,2036,5 - HYDROGEN EVOLUTION,32.17,11.95,8.72,10.88,,,,385114.488583469,390836.762586828,"53.41412501424983, -2.2254141547097963"
PRIMARY,100112,2036,6 - ACCELERATED DECARBONISATION,32.56,10.83,7.9,5.23,,,,385114.488583469,390836.762586828,"53.41412501424983, -2.2254141547097963"
PRIMARY,100112,2039,1 - BEST VIEW,33.04,10.91,7.96,6.22,,,,385114.488583469,390836.762586828,"53.41412501424983, -2.2254141547097963"
PRIMARY,100112,2039,2 - COUNTERFACTUAL,32.19,11.7,8.54,8.76,,,,385114.488583469,390836.762586828,"53.41412501424983, -2.2254141547097963"
PRIMARY,100112,2042,3 - ELECTRIC ENGAGEMENT,33.98,10.12,7.38,4.96,,,,385114.488583469,390836.762586828,"53.41412501424983, -2.2254141547097963"
PRIMARY,100112,2042,5 - HYDROGEN EVOLUTION,33.08,11.4,8.32,9.57,,,,385114.488583469,390836.762586828,"53.41412501424983, -2.2254141547097963"
PRIMARY,100112,2046,2 - COUNTERFACTUAL,32.71,11.27,8.22,7.46,,,,385114.488583469,390836.762586828,"53.41412501424983, -2.2254141547097963"
PRIMARY,100112,2046,3 - ELECTRIC ENGAGEMENT,34.41,9.58,6.99,2.73,,,,385114.488583469,390836.762586828,"53.41412501424983, -2.2254141547097963"
PRIMARY,100112,2046,6 - ACCELERATED DECARBONISATION,33.86,8.98,6.55,-1.39,,,,385114.488583469,390836.762586828,"53.41412501424983, -2.2254141547097963"
PRIMARY,200407,2024,1 - BEST VIEW,13.7,12.97,9.32,12.39,,,,354739.756635418,409745.643697392,"53.582335973772416, -2.6851057654175894"
PRIMARY,200407,2024,2 - COUNTERFACTUAL,13.64,12.97,9.32,12.39,,,,354739.756635418,409745.643697392,"53.582335973772416, -2.6851057654175894"
PRIMARY,200407,2025,1 - BEST VIEW,13.85,12.85,9.24,11.92,,,,354739.756635418,409745.643697392,"53.582335973772416, -2.6851057654175894"
PRIMARY,200407,2025,4 - HOLISTIC TRANSITION,13.74,12.91,9.28,12.42,,,,354739.756635418,409745.643697392,"53.582335973772416, -2.6851057654175894"
PRIMARY,200407,2026,1 - BEST VIEW,14.0,11.6,8.34,11.67,,,,354739.756635418,409745.643697392,"53.582335973772416, -2.6851057654175894"
PRIMARY,200407,2026,3 - ELECTRIC ENGAGEMENT,14.05,11.52,8.28,11.68,,,,354739.756635418,409745.643697392,"53.582335973772416, -2.6851057654175894"
PRIMARY,200407,2026,6 - ACCELERATED DECARBONISATION,13.91,12.47,8.96,11.94,,,,354739.756635418,409745.643697392,"53.582335973772416, -2.6851057654175894"
PRIMARY,200407,2027,4 - HOLISTIC TRANSITION,13.94,12.04,8.65,12.19,,,,354739.756635418,409745.643697392,"53.582335973772416, -2.6851057654175894"
PRIMARY,200407,2028,3 - ELECTRIC ENGAGEMENT,14.57,8.98,6.45,11.15,,,,354739.756635418,409745.643697392,"53.582335973772416, -2.6851057654175894"
PRIMARY,200407,2028,6 - ACCELERATED DECARBONISATION,14.35,11.64,8.36,11.19,,,,354739.756635418,409745.643697392,"53.582335973772416, -2.6851057654175894"
PRIMARY,200407,2029,5 - HYDROGEN EVOLUTION,14.48,8.28,5.95,11.42,,,,354739.756635418,409745.643697392,"53.582335973772416, -2.6851057654175894"
PRIMARY,200407,2030,6 - ACCELERATED DECARBONISATION,14.98,11.19,8.05,10.01,,,,354739.756635418,409745.643697392,"53.582335973772416, -2.6851057654175894"
PRIMARY,200407,2031,5 - HYDROGEN EVOLUTION,15.19,7.05,5.07,10.9,,,,354739.756635418,409745.643697392,"53.582335973772416, -2.6851057654175894"
PRIMARY,200407,2031,6 - ACCELERATED DECARBONISATION,15.34,10.83,7.78,8.62,,,,354739.756635418,409745.643697392,"53.582335973772416, -2.6851057654175894"
PRIMARY,200407,2032,2 - COUNTERFACTUAL,14.96,7.71,5.54,9.86,,,,354739.756635418,409745.643697392,"53.582335973772416, -2.6851057654175894"
PRIMARY,200407,2032,4 - HOLISTIC TRANSITION,15.46,10.68,7.68,8.2,,,,354739.756635418,409745.643697392,"53.582335973772416, -2.6851057654175894"
PRIMARY,200407,2032,5 - HYDROGEN EVOLUTION,15.42,6.9,4.96,10.5,,,,354739.756635418,409745.643697392,"53.582335973772416, -2.6851057654175894"
PRIMARY,200407,2036,2 - COUNTERFACTUAL,15.81,7.11,5.11,7.73,,,,354739.756635418,409745.643697392,"53.582335973772416, -2.6851057654175894"
PRIMARY,200407,2036,3 - ELECTRIC ENGAGEMENT,16.88,5.59,4.02,6.56,,,,354739.756635418,409745.643697392,"53.582335973772416, -2.6851057654175894"
PRIMARY,200407,2039,5 - HYDROGEN EVOLUTION,17.16,5.81,4.18,6.3,,,,354739.756635418,409745.643697392,"53.582335973772416, -2.6851057654175894"
PRIMARY,200407,2042,1 - BEST VIEW,18.3,4.57,3.28,-0.78,,,,354739.756635418,409745.643697392,"53.582335973772416, -2.6851057654175894"
PRIMARY,200407,2046,1 - BEST VIEW,18.81,6.1,4.38,-4.12,,,,354739.756635418,409745.643697392,"53.582335973772416, -2.6851057654175894"
PRIMARY,200407,2046,5 - HYDROGEN EVOLUTION,18.13,7.36,5.29,3.67,,,,354739.756635418,409745.643697392,"53.582335973772416, -2.6851057654175894"
PRIMARY,200407,2051,4 - HOLISTIC TRANSITION,18.65,11.93,8.57,-4.61,,,,354739.756635418,409745.643697392,"53.582335973772416, -2.6851057654175894"
PRIMARY,304886,2024,2 - COUNTERFACTUAL,30.35,8.84,6.45,16.21,,,,390913.501238449,416805.744568803,"53.64767583980456, -2.1389331536923195"
PRIMARY,304886,2024,3 - ELECTRIC ENGAGEMENT,30.39,8.84,6.45,16.21,,,,390913.501238449,416805.744568803,"53.64767583980456, -2.1389331536923195"
PRIMARY,304886,2024,5 - HYDROGEN EVOLUTION,30.38,8.84,6.45,16.21,,,,390913.501238449,416805.744568803,"53.64767583980456, -2.1389331536923195"
PRIMARY,304886,2025,2 - COUNTERFACTUAL,30.43,8.75,6.38,15.83,,,,390913.501238449,416805.744568803,"53.64767583980456, -2.1389331536923195"
PRIMARY,304886,2025,3 - ELECTRIC ENGAGEMENT,30.5,8.58,6.26,15.16,,,,390913.501238449,416805.744568803,"53.64767583980456, -2.1389331536923195"
PRIMARY,304886,2025,5 - HYDROGEN EVOLUTION,30.46,8.68,6.33,15.62,,,,390913.501238449,416805.744568803,"53.64767583980456, -2.1389331536923195"
PRIMARY,304886,2026,1 - BEST VIEW,30.61,8.46,6.17,14.97,,,,390913.501238449,416805.744568803,"53.64767583980456, -2.1389331536923195"
PRIMARY,304886,2026,3 - ELECTRIC ENGAGEMENT,30.66,8.38,6.11,14.83,,,,390913.501238449,416805.744568803,"53.64767583980456, -2.1389331536923195"
PRIMARY,304886,2026,4 - HOLISTIC TRANSITION,30.48,8.5,6.2,15.43,,,,390913.501238449,416805.744568803,"53.64767583980456, -2.1389331536923195"
PRIMARY,304886,2026,5 - HYDROGEN EVOLUTION,30.56,8.55,6.24,15.4,,,,390913.501238449,416805.744568803,"53.64767583980456, -2.1389331536923195"
PRIMARY,304886,2027,2 - COUNTERFACTUAL,30.61,8.61,6.28,15.47,,,,390913.501238449,416805.744568803,"53.64767583980456, -2.1389331536923195"
PRIMARY,304886,2027,5 - HYDROGEN EVOLUTION,30.67,8.31,6.06,15.32,,,,390913.501238449,416805.744568803,"53.64767583980456, -2.1389331536923195"
PRIMARY,304886,2029,1 - BEST VIEW,31.03,7.9,5.76,14.42,,,,390913.501238449,416805.744568803,"53.64767583980456, -2.1389331536923195"
PRIMARY,304886,2029,6 - ACCELERATED DECARBONISATION,30.97,7.77,5.67,14.24,,,,390913.501238449,416805.744568803,"53.64767583980456, -2.1389331536923195"
PRIMARY,304886,2030,3 - ELECTRIC ENGAGEMENT,31.21,7.68,5.6,14.18,,,,390913.501238449,416805.744568803,"53.64767583980456, -2.1389331536923195"
PRIMARY,304886,2030,6 - ACCELERATED DECARBONISATION,31.09,7.58,5.53,13.87,,,,390913.501238449,416805.744568803,"53.64767583980456, -2.1389331536923195"
PRIMARY,304886,2031,3 - ELECTRIC ENGAGEMENT,31.38,7.54,5.5,14.05,,,,390913.501238449,416805.744568803,"53.64767583980456, -2.1389331536923195"
PRIMARY,304886,2031,5 - HYDROGEN EVOLUTION,31.2,7.84,5.72,14.85,,,,390913.501238449,416805.744568803,"53.64767583980456, -2.1389331536923195"
PRIMARY,304886,2031,6 - ACCELERATED DECARBONISATION,31.27,7.28,5.31,13.05,,,,390913.501238449,416805.744568803,"53.64767583980456, -2.1389331536923195"
PRIMARY,304886,2032,1 - BEST VIEW,31.45,7.59,5.53,13.78,,,,390913.501238449,416805.744568803,"53.64767583980456, -2.1389331536923195"
PRIMARY,304886,2033,2 - COUNTERFACTUAL,31.49,7.9,5.76,13.97,,,,390913.501238449,416805.744568803,"53.64767583980456, -2.1389331536923195"
PRIMARY,304886,2033,4 - HOLISTIC TRANSITION,31.41,6.99,5.1,12.31,,,,390913.501238449,416805.744568803,"53.64767583980456, -2.1389331536923195"
PRIMARY,304886,2036,1 - BEST VIEW,32.02,7.11,5.19,12.05,,,,390913.501238449,416805.744568803,"53.64767583980456, -2.1389331536923195"
PRIMARY,304886,2039,2 - COUNTERFACTUAL,32.13,7.4,5.4,12.07,,,,390913.501238449,416805.744568803,"53.64767583980456, -2.1389331536923195"
PRIMARY,304886,2039,4 - HOLISTIC TRANSITION,32.3,5.89,4.29,7.76,,,,390913.501238449,416805.744568803,"53.64767583980456, -2.1389331536923195"
PRIMARY,304886,2042,4 - HOLISTIC TRANSITION,32.59,5.45,3.97,5.96,,,,390913.501238449,416805.744568803,"53.64767583980456, -2.1389331536923195"
PRIMARY,304886,2046,2 - COUNTERFACTUAL,32.7,6.99,5.1,10.12,,,,390913.501238449,416805.744568803,"53.64767583980456, -2.1389331536923195"
PRIMARY,304886,2046,4 - HOLISTIC TRANSITION,32.81,5.43,3.96,4.81,,,,390913.501238449,416805.744568803,"53.64767583980456, -2.1389331536923195"
PRIMARY,304886,2046,5 - HYDROGEN EVOLUTION,32.77,6.84,4.99,10.89,,,,390913.501238449,416805.744568803,"53.64767583980456, -2.1389331536923195"
PRIMARY,304886,2051,1 - BEST VIEW,33.24,5.46,3.99,3.08,,,,390913.501238449,416805.744568803,"53.64767583980456, -2.1389331536923195"
PRIMARY,304886,2051,3 - ELECTRIC ENGAGEMENT,32.16,5.22,3.81,4.34,,,,390913.501238449,416805.744568803,"53.64767583980456, -2.1389331536923195"
PRIMARY,400431,2024,3 - ELECTRIC ENGAGEMENT,27.5,18.8,13.51,26.83,,,,363244.948062261,431268.692302902,"53.77644571977398, -2.5592041619677137"
PRIMARY,400431,2024,4 - HOLISTIC TRANSITION,27.5,18.8,13.51,26.83,,,,363244.948062261,431268.692302902,"53.77644571977398, -2.5592041619677137"
PRIMARY,400431,2025,5 - HYDROGEN EVOLUTION,27.5,18.66,13.41,26.83,,,,363244.948062261,431268.692302902,"53.77644571977398, -2.5592041619677137"
PRIMARY,400431,2025,6 - ACCELERATED DECARBONISATION,27.5,18.64,13.39,26.83,,,,363244.948062261,431268.692302902,"53.77644571977398, -2.5592041619677137"
PRIMARY,400431,2026,2 - COUNTERFACTUAL,27.5,18.66,13.41,26.82,,,,363244.948062261,431268.692302902,"53.77644571977398, -2.5592041619677137"
PRIMARY,400431,2026,3 - ELECTRIC ENGAGEMENT,27.5,18.39,13.21,26.77,,,,363244.948062261,431268.692302902,"53.77644571977398, -2.5592041619677137"
PRIMARY,400431,2026,5 - HYDROGEN EVOLUTION,27.5,18.45,13.26,26.77,,,,363244.948062261,431268.692302902,"53.77644571977398, -2.5592041619677137"
PRIMARY,400431,2027,4 - HOLISTIC TRANSITION,27.5,18.4,13.22,26.71,,,,363244.948062261,431268.692302902,"53.77644571977398, -2.5592041619677137"
PRIMARY,400431,2027,5 - HYDROGEN EVOLUTION,27.5,18.15,13.04,26.71,,,,363244.948062261,431268.692302902,"53.77644571977398, -2.5592041619677137"
PRIMARY,400431,2028,3 - ELECTRIC ENGAGEMENT,27.5,18.09,13.0,26.65,,,,363244.948062261,431268.692302902,"53.77644571977398, -2.5592041619677137"
PRIMARY,400431,2028,4 - HOLISTIC TRANSITION,27.5,18.43,13.24,26.65,,,,363244.948062261,431268.692302902,"53.77644571977398, -2.5592041619677137"
PRIMARY,400431,2028,5 - HYDROGEN EVOLUTION,27.5,18.04,12.97,26.65,,,,363244.948062261,431268.692302902,"53.77644571977398, -2.5592041619677137"
PRIMARY,400431,2029,3 - ELECTRIC ENGAGEMENT,27.5,18.12,13.03,26.58,,,,363244.948062261,431268.692302902,"53.77644571977398, -2.5592041619677137"
PRIMARY,400431,2029,4 - HOLISTIC TRANSITION,27.5,18.14,13.04,26.58,,,,363244.948062261,431268.692302902,"53.77644571977398, -2.5592041619677137"
PRIMARY,400431,2031,1 - BEST VIEW,27.5,18.0,12.93,26.46,,,,363244.948062261,431268.692302902,"53.77644571977398, -2.5592041619677137"
PRIMARY,400431,2031,2 - COUNTERFACTUAL,27.5,18.05,12.97,26.77,,,,363244.948062261,431268.692302902,"53.77644571977398, -2.5592041619677137"
PRIMARY,400431,2031,5 - HYDROGEN EVOLUTION,27.5,18.03,12.96,26.46,,,,363244.948062261,431268.692302902,"53.77644571977398, -2.5592041619677137"
PRIMARY,400431,2031,6 - ACCELERATED DECARBONISATION,27.5,17.87,12.84,26.46,,,,363244.948062261,431268.692302902,"53.77644571977398, -2.5592041619677137"
PRIMARY,400431,2032,2 - COUNTERFACTUAL,27.5,18.03,12.96,26.77,,,,363244.948062261,431268.692302902,"53.77644571977398, -2.5592041619677137"
PRIMARY,400431,2032,3 - ELECTRIC ENGAGEMENT,27.5,17.71,12.73,26.43,,,,363244.948062261,431268.692302902,"53.77644571977398, -2.5592041619677137"
PRIMARY,400431,2032,6 - ACCELERATED DECARBONISATION,27.5,17.75,12.76,26.43,,,,363244.948062261,431268.692302902,"53.77644571977398, -2.5592041619677137"
PRIMARY,400431,2033,4 - HOLISTIC TRANSITION,27.5,17.64,12.68,26.4,,,,363244.948062261,431268.692302902,"53.77644571977398, -2.5592041619677137"
PRIMARY,400431,2033,6 - ACCELERATED DECARBONISATION,27.5,17.61,12.66,26.4,,,,363244.948062261,431268.692302902,"53.77644571977398, -2.5592041619677137"
PRIMARY,400431,2036,4 - HOLISTIC TRANSITION,27.5,17.45,12.54,26.4,,,,363244.948062261,431268.692302902,"53.77644571977398, -2.5592041619677137"
PRIMARY,400431,2036,6 - ACCELERATED DECARBONISATION,27.5,17.41,12.51,26.4,,,,363244.948062261,431268.692302902,"53.77644571977398, -2.5592041619677137"
PRIMARY,400431,2039,2 - COUNTERFACTUAL,27.5,17.77,12.77,26.77,,,,363244.948062261,431268.692302902,"53.77644571977398, -2.5592041619677137"
PRIMARY,400431,2039,6 - ACCELERATED DECARBONISATION,27.5,17.28,12.42,26.4,,,,363244.948062261,431268.692302902,"53.77644571977398, -2.5592041619677137"
