district,year,month,month_name,delta_T_mean,baseline_hdd_per_day,projected_hdd_per_day,hdd_reduction
Scotland E,2077,2,February,2.7362,9.8362,7.1057,2.7305
Scotland E,2077,3,March,2.4877,8.5531,6.0686,2.4844
Scotland E,2077,4,April,2.4686,6.9473,4.4926,2.4548
Scotland E,2077,5,May,2.8533,3.9383,1.4487,2.4896
Scotland E,2077,6,June,3.196,2.3551,0.2766,2.0785
Scotland E,2077,7,July,4.3167,1.4731,0.0002,1.4729
Scotland E,2077,8,August,5.0093,1.2515,0.0,1.2515
Scotland E,2077,9,September,4.2994,3.0791,0.3056,2.7735
Scotland E,2077,10,October,4.2799,5.258,1.6074,3.6506
Scotland E,2077,11,November,3.6662,9.0274,5.5236,3.5038
Scotland E,2077,12,December,3.5496,9.0887,5.6067,3.482
Scotland E,2078,1,January,2.4035,11.8971,9.4956,2.4016
Scotland E,2078,2,February,2.4214,9.8362,7.4188,2.4174
Scotland E,2078,3,March,2.6536,8.5531,5.9036,2.6495
Scotland E,2078,4,April,2.762,6.9473,4.2055,2.7419
Scotland E,2078,5,May,3.0186,3.9383,1.3352,2.6031
Scotland E,2078,6,June,4.0523,2.3551,0.1033,2.2518
Scotland E,2078,7,July,4.7259,1.4731,0.0,1.4731
Scotland E,2078,8,August,5.4728,1.2515,0.0,1.2515
Scotland E,2078,9,September,4.7408,3.0791,0.2068,2.8723
Scotland E,2078,10,October,4.4859,5.258,1.4786,3.7794
Scotland E,2078,11,November,3.8032,9.0274,5.4,3.6274
Scotland E,2078,12,December,3.2143,9.0887,5.9266,3.162
Scotland E,2079,1,January,3.0357,11.8971,8.8652,3.032
Scotland E,2079,2,February,3.3626,9.8362,6.4849,3.3513
Scotland E,2079,3,March,2.9745,8.5531,5.5848,2.9682
Scotland E,2079,4,April,2.9129,6.9473,4.0588,2.8886
Scotland E,2079,5,May,3.7243,3.9383,0.9076,3.0307
Scotland E,2079,6,June,3.8779,2.3551,0.1285,2.2266
Scotland E,2079,7,July,4.6297,1.4731,0.0001,1.473
Scotland E,2079,8,August,5.7891,1.2515,0.0,1.2515
Scotland E,2079,9,September,4.7032,3.0791,0.2141,2.865
Scotland E,2079,10,October,4.4634,5.258,1.4924,3.7656
Scotland E,2079,11,November,4.2703,9.0274,4.985,4.0424
Scotland E,2079,12,December,3.2661,9.0887,5.8769,3.2117
Scotland E,2080,1,January,3.1491,11.8971,8.7523,3.1449
Scotland E,2080,2,February,2.7743,9.8362,7.0679,2.7683
Scotland E,2080,3,March,2.6032,8.5531,5.9537,2.5994
Scotland E,2080,4,April,2.8728,6.9473,4.0977,2.8496
Scotland E,2080,5,May,2.7938,3.9383,1.4907,2.4476
Scotland E,2080,6,June,4.0107,2.3551,0.1089,2.2462
Scotland E,2080,7,July,5.2064,1.4731,0.0,1.4731
Scotland E,2080,8,August,5.3231,1.2515,0.0,1.2515
Scotland E,2080,9,September,4.4839,3.0791,0.2607,2.8184
Scotland E,2080,10,October,5.0128,5.258,1.1773,4.0807
Scotland E,2080,11,November,4.5917,9.0274,4.7057,4.3218
Scotland N,2026,1,January,0.6029,12.6392,12.0365,0.6027
Scotland N,2026,2,February,0.711,11.1931,10.4823,0.7108
Scotland N,2026,3,March,0.8616,8.9231,8.0616,0.8615
Scotland N,2026,4,April,0.8044,7.3085,6.5067,0.8017
Scotland N,2026,5,May,1.1429,4.3839,3.2963,1.0877
Scotland N,2026,6,June,0.7563,2.7085,2.0288,0.6797
Scotland N,2026,7,July,0.8534,1.8207,1.0632,0.7576
Scotland N,2026,8,August,1.3155,1.7186,0.6082,1.1104
Scotland N,2026,9,September,1.6319,3.7303,2.2381,1.4922
Scotland N,2026,10,October,1.1662,6.0223,4.8941,1.1282
Scotland N,2026,11,November,0.9471,9.9362,8.9934,0.9429
Scotland N,2026,12,December,0.703,10.628,9.9267,0.7012
Scotland N,2027,1,January,0.91,12.6392,11.7297,0.9096
Scotland N,2027,2,February,0.6262,11.1931,10.5671,0.626
Scotland N,2027,3,March,0.9574,8.9231,7.9659,0.9571
Scotland N,2027,4,April,0.8498,7.3085,6.4616,0.8469
Scotland N,2027,5,May,0.7343,4.3839,3.6783,0.7056
Scotland N,2027,6,June,1.3569,2.7085,1.5393,1.1692
Scotland N,2027,7,July,0.6976,1.8207,1.1914,0.6293
Scotland N,2027,8,August,1.4554,1.7186,0.5201,1.1985
Scotland N,2027,9,September,1.3376,3.7303,2.491,1.2393
Scotland N,2027,10,October,0.9207,6.0223,5.1286,0.8937
Scotland N,2027,11,November,1.2173,9.9362,8.7251,1.2111
Scotland N,2027,12,December,1.6066,10.628,9.0276,1.6004
Scotland N,2028,1,January,0.7318,12.6392,11.9077,0.7315
Scotland N,2028,2,February,0.9007,11.1931,10.2926,0.9005
Scotland N,2028,3,March,0.7605,8.9231,8.1627,0.7604
Scotland N,2028,4,April,0.4146,7.3085,6.8949,0.4135
Scotland N,2028,5,May,1.0715,4.3839,3.3623,1.0216
Scotland N,2028,6,June,1.0834,2.7085,1.7555,0.9529
Scotland N,2028,7,July,1.3415,1.8207,0.7041,1.1166
Scotland N,2028,8,August,1.0275,1.7186,0.8126,0.906
Scotland N,2028,9,September,1.4404,3.7303,2.4016,1.3287
Scotland N,2028,10,October,1.7277,6.0223,4.366,1.6563
Scotland N,2028,11,November,1.8299,9.9362,8.1186,1.8176
Scotland N,2028,12,December,1.5736,10.628,9.0604,1.5676
Scotland N,2029,1,January,0.7605,12.6392,11.879,0.7602
Scotland N,2029,2,February,0.8654,11.1931,10.3279,0.8652
Scotland N,2029,3,March,1.0014,8.9231,7.9219,1.0012
Scotland N,2029,4,April,1.4122,7.3085,5.9035,1.405
Scotland N,2029,5,May,0.6343,4.3839,3.7731,0.6108
Scotland N,2029,6,June,1.3697,2.7085,1.5295,1.179
Scotland N,2029,7,July,1.365,1.8207,0.6886,1.1321
Scotland N,2029,8,August,1.608,1.7186,0.4329,1.2857
Scotland N,2029,9,September,1.1503,3.7303,2.6566,1.0736
Scotland N,2029,10,October,0.951,6.0223,5.0996,0.9227
Scotland N,2029,11,November,1.2191,9.9362,8.7233,1.2129
Scotland N,2029,12,December,1.2922,10.628,9.3401,1.2879
Scotland N,2030,1,January,1.0563,12.6392,11.5835,1.0558
Scotland N,2030,2,February,1.0815,11.1931,10.112,1.0811
Scotland N,2030,3,March,0.9095,8.9231,8.0137,0.9093
Scotland N,2030,4,April,0.5134,7.3085,6.7965,0.512
Scotland N,2030,5,May,1.1889,4.3839,3.2539,1.1301
Scotland N,2030,6,June,0.5937,2.7085,2.1699,0.5385
Scotland N,2030,7,July,1.5325,1.8207,0.5841,1.2366
Scotland N,2030,8,August,1.555,1.7186,0.4621,1.2565
Scotland N,2030,9,September,1.1653,3.7303,2.6432,1.0871
Scotland N,2030,10,October,0.989,6.0223,5.0631,0.9591
Scotland N,2030,11,November,1.0104,9.9362,8.9305,1.0057
Scotland N,2030,12,December,1.2655,10.628,9.3666,1.2613
Scotland N,2031,1,January,1.0606,12.6392,11.5791,1.0601
Scotland N,2031,2,February,0.82,11.1931,10.3734,0.8198
Scotland N,2031,3,March,1.26,8.9231,7.6634,1.2596
Scotland N,2031,4,April,0.8124,7.3085,6.4987,0.8097
Scotland N,2031,5,May,1.1623,4.3839,3.2784,1.1056
Scotland N,2031,6,June,0.5537,2.7085,2.2051,0.5033
Scotland N,2031,7,July,0.9548,1.8207,0.983,0.8378
Scotland N,2031,8,August,1.4707,1.7186,0.5109,1.2077
Scotland N,2031,9,September,2.0185,3.7303,1.9215,1.8088
Scotland N,2031,10,October,1.5653,6.0223,4.5174,1.5049
Scotland N,2031,11,November,1.169,9.9362,8.773,1.1632
Scotland N,2031,12,December,1.8983,10.628,8.7382,1.8898
Scotland N,2032,1,January,1.0709,12.6392,11.5688,1.0704
Scotland N,2032,2,February,0.2085,11.1931,10.9847,0.2084
Scotland N,2032,3,March,0.3007,8.9231,8.6224,0.3007
Scotland N,2032,4,April,0.6001,7.3085,6.7101,0.5983
Scotland N,2032,5,May,1.0632,4.3839,3.37,1.0139
Scotland N,2032,6,June,1.0258,2.7085,1.8026,0.9059
Scotland N,2032,7,July,1.8868,1.8207,0.3958,1.4249
Scotland N,2032,8,August,1.4167,1.7186,0.5437,1.1749
Scotland N,2032,9,September,1.6388,3.7303,2.2323,1.498
Scotland N,2032,10,October,1.0186,6.0223,5.0348,0.9875
Scotland N,2032,11,November,0.5087,9.9362,9.4294,0.5068
Scotland N,2032,12,December,0.7965,10.628,9.8336,0.7944
Scotland N,2033,1,January,1.2009,12.6392,11.4389,1.2003
Scotland N,2033,2,February,0.7704,11.1931,10.4229,0.7702
Scotland N,2033,3,March,0.954,8.9231,7.9692,0.9538
Scotland N,2033,4,April,1.2766,7.3085,6.0378,1.2707
Scotland N,2033,5,May,0.969,4.3839,3.4577,0.9262
Scotland N,2033,6,June,2.4047,2.7085,0.8409,1.8676
Scotland N,2033,7,July,1.414,1.8207,0.6571,1.1636
Scotland N,2033,8,August,2.2067,1.7186,0.183,1.5356
Scotland N,2033,9,September,1.4343,3.7303,2.4069,1.3234
Scotland N,2033,10,October,1.4433,6.0223,4.6318,1.3904
Scotland N,2033,11,November,1.6184,9.9362,8.3277,1.6085
Scotland N,2033,12,December,0.9442,10.628,9.6864,0.9416
Scotland N,2034,1,January,-0.0153,12.6392,12.6545,-0.0153
Scotland N,2034,2,February,0.6146,11.1931,10.5786,0.6145
Scotland N,2034,3,March,1.1577,8.9231,7.7657,1.1574
Scotland N,2034,4,April,1.073,7.3085,6.2398,1.0687
Scotland N,2034,5,May,1.5104,4.3839,2.9617,1.4222
Scotland N,2034,6,June,1.4687,2.7085,1.4546,1.2539
Scotland N,2034,7,July,1.3933,1.8207,0.6703,1.1505
Scotland N,2034,8,August,1.7319,1.7186,0.3692,1.3494
Scotland N,2034,9,September,1.5876,3.7303,2.2756,1.4547
Scotland N,2034,10,October,1.5956,6.0223,4.489,1.5332
Scotland N,2034,11,November,1.4912,9.9362,8.4536,1.4827
Scotland N,2034,12,December,1.1899,10.628,9.4418,1.1861
Scotland N,2035,1,January,1.3579,12.6392,11.2821,1.3571
Scotland N,2035,2,February,1.0907,11.1931,10.1028,1.0904
Scotland N,2035,3,March,1.4557,8.9231,7.4679,1.4552
Scotland N,2035,4,April,0.9716,7.3085,6.3405,0.9679
Scotland N,2035,5,May,1.3531,4.3839,3.1037,1.2802
Scotland N,2035,6,June,1.2306,2.7085,1.6376,1.0709
Scotland N,2035,7,July,1.4891,1.8207,0.6102,1.2105
Scotland N,2035,8,August,1.7923,1.7186,0.3405,1.3781
Scotland N,2035,9,September,1.249,3.7303,2.5689,1.1614
Scotland N,2035,10,October,1.3991,6.0223,4.6734,1.3488
Scotland N,2035,11,November,1.0754,9.9362,8.8659,1.0703
Scotland N,2035,12,December,1.1934,10.628,9.4384,1.1896
Scotland N,2036,1,January,1.397,12.6392,11.243,1.3962
Scotland N,2036,2,February,1.6459,11.1931,9.548,1.6451
Scotland N,2036,3,March,1.0561,8.9231,7.8672,1.0558
Scotland N,2036,4,April,1.0101,7.3085,6.3022,1.0063
Scotland N,2036,5,May,0.931,4.3839,3.4932,0.8907
Scotland N,2036,6,June,2.122,2.7085,1.0069,1.7015
Scotland N,2036,7,July,0.9514,1.8207,0.9856,0.8351
Scotland N,2036,8,August,1.8653,1.7186,0.3077,1.4108
Scotland N,2036,9,September,2.157,3.7303,1.8129,1.9173
Scotland N,2036,10,October,1.4143,6.0223,4.6591,1.3631
Scotland N,2036,11,November,1.8277,9.9362,8.1208,1.8154
Scotland N,2036,12,December,0.455,10.628,10.174,0.454
Scotland N,2037,1,January,0.5334,12.6392,12.106,0.5332
Scotland N,2037,2,February,1.025,11.1931,10.1684,1.0247
Scotland N,2037,3,March,1.1355,8.9231,7.7879,1.1352
Scotland N,2037,4,April,1.7293,7.3085,5.5901,1.7183
Scotland N,2037,5,May,0.8169,4.3839,3.6004,0.7835
Scotland N,2037,6,June,1.2079,2.7085,1.6556,1.0529
Scotland N,2037,7,July,1.5063,1.8207,0.5998,1.2209
Scotland N,2037,8,August,1.733,1.7186,0.3686,1.35
Scotland N,2037,9,September,1.8123,3.7303,2.088,1.6423
Scotland N,2037,10,October,1.6441,6.0223,4.4438,1.5785
Scotland N,2037,11,November,1.6758,9.9362,8.2709,1.6654
Scotland N,2037,12,December,1.3987,10.628,9.2342,1.3937
Scotland N,2038,1,January,1.3472,12.6392,11.2928,1.3465
Scotland N,2038,2,February,0.8982,11.1931,10.2952,0.898
Scotland N,2038,3,March,0.9164,8.9231,8.0068,0.9162
Scotland N,2038,4,April,1.5267,7.3085,5.7901,1.5183
Scotland N,2038,5,May,1.453,4.3839,3.0133,1.3706
Scotland N,2038,6,June,1.4019,2.7085,1.5049,1.2036
Scotland N,2038,7,July,1.9393,1.8207,0.3718,1.449
Scotland N,2038,8,August,1.8253,1.7186,0.3254,1.3932
Scotland N,2038,9,September,1.9243,3.7303,1.9968,1.7334
Scotland N,2038,10,October,2.4586,6.0223,3.7014,2.3208
Scotland N,2038,11,November,1.381,9.9362,8.5627,1.3735
Scotland N,2038,12,December,1.9189,10.628,8.7177,1.9102
Scotland N,2039,1,January,0.8791,12.6392,11.7605,0.8787
Scotland N,2039,2,February,0.2602,11.1931,10.933,0.2601
Scotland N,2039,3,March,1.0626,8.9231,7.8607,1.0623
Scotland N,2039,4,April,1.4921,7.3085,5.8244,1.4841
Scotland N,2039,5,May,1.2867,4.3839,3.1642,1.2197
Scotland N,2039,6,June,1.2536,2.7085,1.6195,1.0889
Scotland N,2039,7,July,1.6187,1.8207,0.5341,1.2866
Scotland N,2039,8,August,2.3158,1.7186,0.1523,1.5663
Scotland N,2039,9,September,1.8687,3.7303,2.0419,1.6884
Scotland N,2039,10,October,1.6262,6.0223,4.4605,1.5618
Scotland N,2039,11,November,1.5665,9.9362,8.379,1.5572
Scotland N,2039,12,December,0.8546,10.628,9.7757,0.8523
Scotland N,2040,1,January,1.3433,12.6392,11.2967,1.3425
Scotland N,2040,2,February,1.2269,11.1931,9.9666,1.2265
Scotland N,2040,3,March,1.4718,8.9231,7.4518,1.4713
Scotland N,2040,4,April,0.9511,7.3085,6.3608,0.9476
Scotland N,2040,5,May,1.778,4.3839,2.7247,1.6592
Scotland N,2040,6,June,1.742,2.7085,1.257,1.4515
Scotland N,2040,7,July,1.7437,1.8207,0.4664,1.3543
Scotland N,2040,8,August,2.172,1.7186,0.1936,1.525
Scotland N,2040,9,September,1.9869,3.7303,1.9467,1.7836
Scotland N,2040,10,October,1.9715,6.0223,4.141,1.8812
Scotland N,2040,11,November,1.7826,9.9362,8.1654,1.7709
Scotland N,2040,12,December,1.6676,10.628,8.9671,1.6609
Scotland N,2041,1,January,0.8889,12.6392,11.7507,0.8885
Scotland N,2041,2,February,1.8568,11.1931,9.3373,1.8558
Scotland N,2041,3,March,0.7938,8.9231,8.1294,0.7937
Scotland N,2041,4,April,0.6415,7.3085,6.6689,0.6396
Scotland N,2041,5,May,1.349,4.3839,3.1075,1.2765
Scotland N,2041,6,June,2.1203,2.7085,1.008,1.7005
Scotland N,2041,7,July,1.4051,1.8207,0.6627,1.158
Scotland N,2041,8,August,2.056,1.7186,0.2324,1.4862
Scotland N,2041,9,September,2.553,3.7303,1.5185,2.2117
Scotland N,2041,10,October,2.3258,6.0223,3.8199,2.2024
Scotland N,2041,11,November,2.0293,9.9362,7.9218,2.0144
Scotland N,2041,12,December,1.6777,10.628,8.957,1.6709
Scotland N,2042,1,January,2.0788,12.6392,10.5621,2.0771
Scotland N,2042,2,February,1.9162,11.1931,9.278,1.9151
Scotland N,2042,3,March,1.4388,8.9231,7.4848,1.4383
Scotland N,2042,4,April,1.1993,7.3085,6.1144,1.1941
Scotland N,2042,5,May,0.8361,4.3839,3.5822,0.8017
Scotland N,2042,6,June,1.6989,2.7085,1.2872,1.4213
Scotland N,2042,7,July,1.8061,1.8207,0.4347,1.386
Scotland N,2042,8,August,1.8798,1.7186,0.3015,1.4171
Scotland N,2042,9,September,2.4816,3.7303,1.5697,2.1605
Scotland N,2042,10,October,1.6363,6.0223,4.4511,1.5712
Scotland N,2042,11,November,1.6986,9.9362,8.2483,1.6879
Scotland N,2042,12,December,1.7018,10.628,8.9331,1.6949
Scotland N,2043,1,January,1.5361,12.6392,11.1041,1.5352
Scotland N,2043,2,February,0.9984,11.1931,10.195,0.9981
Scotland N,2043,3,March,1.3145,8.9231,7.6089,1.3141
Scotland N,2043,4,April,1.5216,7.3085,5.7952,1.5133
Scotland N,2043,5,May,1.3017,4.3839,3.1505,1.2334
Scotland N,2043,6,June,1.9264,2.7085,1.1319,1.5765
Scotland N,2043,7,July,1.4857,1.8207,0.6123,1.2084
Scotland N,2043,8,August,2.1722,1.7186,0.1935,1.5251
Scotland N,2043,9,September,2.2942,3.7303,1.7082,2.0221
Scotland N,2043,10,October,1.765,6.0223,4.3314,1.6908
Scotland N,2043,11,November,1.4396,9.9362,8.5047,1.4316
Scotland N,2043,12,December,1.9171,10.628,8.7195,1.9085
Scotland N,2044,1,January,1.4079,12.6392,11.2321,1.4071
Scotland N,2044,2,February,1.4166,11.1931,9.777,1.4161
Scotland N,2044,3,March,1.5007,8.9231,7.4229,1.5002
Scotland N,2044,4,April,1.6406,7.3085,5.6776,1.6309
Scotland N,2044,5,May,1.5287,4.3839,2.9453,1.4386
Scotland N,2044,6,June,1.4818,2.7085,1.4447,1.2637
Scotland N,2044,7,July,2.0958,1.8207,0.3059,1.5148
Scotland N,2044,8,August,2.0426,1.7186,0.2373,1.4813
Scotland N,2044,9,September,2.1654,3.7303,1.8065,1.9238
Scotland N,2044,10,October,2.4315,6.0223,3.7256,2.2967
Scotland N,2044,11,November,1.8594,9.9362,8.0895,1.8468
Scotland N,2044,12,December,1.8737,10.628,8.7625,1.8654
Scotland N,2045,1,January,1.5995,12.6392,11.0408,1.5984
Scotland N,2045,2,February,1.3041,11.1931,9.8895,1.3037
Scotland N,2045,3,March,1.0279,8.9231,7.8954,1.0276
Scotland N,2045,4,April,1.5656,7.3085,5.7517,1.5568
Scotland N,2045,5,May,1.5604,4.3839,2.9169,1.467
Scotland N,2045,6,June,1.6109,2.7085,1.35,1.3585
Scotland N,2045,7,July,2.3271,1.8207,0.2241,1.5966
Scotland N,2045,8,August,2.0161,1.7186,0.247,1.4716
Scotland N,2045,9,September,2.2249,3.7303,1.7607,1.9696
Scotland N,2045,10,October,2.2157,6.0223,3.9189,2.1033
Scotland N,2045,11,November,1.6114,9.9362,8.3346,1.6016
Scotland N,2045,12,December,1.2634,10.628,9.3687,1.2593
Scotland N,2046,1,January,1.6137,12.6392,11.0265,1.6127
Scotland N,2046,2,February,1.3269,11.1931,9.8667,1.3264
Scotland N,2046,3,March,1.3327,8.9231,7.5908,1.3323
Scotland N,2046,4,April,1.4176,7.3085,5.898,1.4104
Scotland N,2046,5,May,1.6906,4.3839,2.8014,1.5825
Scotland N,2046,6,June,1.4587,2.7085,1.462,1.2465
Scotland N,2046,7,July,1.7438,1.8207,0.4664,1.3543
Scotland N,2046,8,August,2.4099,1.7186,0.1291,1.5894
Scotland N,2046,9,September,2.3224,3.7303,1.687,2.0433
Scotland N,2046,10,October,2.5301,6.0223,3.6382,2.3841
Scotland N,2046,11,November,2.0831,9.9362,7.8688,2.0674
Scotland N,2046,12,December,1.4635,10.628,9.1698,1.4582
Scotland N,2047,1,January,1.2836,12.6392,11.3563,1.283
Scotland N,2047,2,February,1.4934,11.1931,9.7003,1.4928
Scotland N,2047,3,March,2.1302,8.9231,6.7943,2.1287
Scotland N,2047,4,April,1.7814,7.3085,5.5387,1.7698
Scotland N,2047,5,May,1.956,4.3839,2.5707,1.8132
Scotland N,2047,6,June,1.5251,2.7085,1.4126,1.2959
Scotland N,2047,7,July,1.3135,1.8207,0.7227,1.098
Scotland N,2047,8,August,2.2322,1.7186,0.1754,1.5431
Scotland N,2047,9,September,2.3379,3.7303,1.6754,2.0549
Scotland N,2047,10,October,2.1067,6.0223,4.0176,2.0046
Scotland N,2047,11,November,2.0225,9.9362,7.9286,2.0076
Scotland N,2047,12,December,1.4585,10.628,9.1748,1.4532
Scotland N,2048,1,January,1.7301,12.6392,10.9103,1.7289
Scotland N,2048,2,February,1.4792,11.1931,9.7145,1.4786
Scotland N,2048,3,March,1.9537,8.9231,6.9706,1.9525
Scotland N,2048,4,April,1.5701,7.3085,5.7473,1.5612
Scotland N,2048,5,May,1.5139,4.3839,2.9585,1.4254
Scotland N,2048,6,June,2.0351,2.7085,1.0615,1.647
Scotland N,2048,7,July,1.5647,1.8207,0.5651,1.2556
Scotland N,2048,8,August,2.3218,1.7186,0.1508,1.5678
Scotland N,2048,9,September,2.471,3.7303,1.5775,2.1528
Scotland N,2048,10,October,2.7643,6.0223,3.4333,2.5889
Scotland N,2048,11,November,2.2323,9.9362,7.722,2.2142
Scotland N,2048,12,December,1.4335,10.628,9.1996,1.4284
Scotland N,2049,1,January,2.3022,12.6392,10.3392,2.3
Scotland N,2049,2,February,2.0607,11.1931,9.1337,2.0594
Scotland N,2049,3,March,2.0478,8.9231,6.8766,2.0465
Scotland N,2049,4,April,1.6089,7.3085,5.7089,1.5995
Scotland N,2049,5,May,2.1854,4.3839,2.3769,2.007
Scotland N,2049,6,June,2.5212,2.7085,0.7775,1.9309
Scotland N,2049,7,July,2.5029,1.8207,0.1736,1.6471
Scotland N,2049,8,August,2.5287,1.7186,0.1039,1.6147
Scotland N,2049,9,September,2.4022,3.7303,1.6277,2.1026
Scotland N,2049,10,October,2.1731,6.0223,3.9574,2.0648
Scotland N,2049,11,November,2.4098,9.9362,7.5476,2.3887
Scotland N,2049,12,December,1.7166,10.628,8.9183,1.7096
Scotland N,2050,1,January,1.9951,12.6392,10.6457,1.9935
Scotland N,2050,2,February,0.96,11.1931,10.2334,0.9597
Scotland N,2050,3,March,0.8213,8.9231,8.1019,0.8211
Scotland N,2050,4,April,1.707,7.3085,5.6121,1.6963
Scotland N,2050,5,May,1.5375,4.3839,2.9374,1.4465
Scotland N,2050,6,June,1.9704,2.7085,1.1031,1.6054
Scotland N,2050,7,July,1.81,1.8207,0.4327,1.388
Scotland N,2050,8,August,2.5076,1.7186,0.108,1.6105
Scotland N,2050,9,September,3.2567,3.7303,1.061,2.6692
Scotland N,2050,10,October,3.0916,6.0223,3.1538,2.8684
Scotland N,2050,11,November,2.0954,9.9362,7.8567,2.0795
Scotland N,2050,12,December,2.222,10.628,8.4176,2.2104
Scotland N,2051,1,January,2.0533,12.6392,10.5876,2.0517
Scotland N,2051,2,February,1.6623,11.1931,9.5316,1.6615
Scotland N,2051,3,March,1.799,8.9231,7.1249,1.7981
Scotland N,2051,4,April,0.9599,7.3085,6.3521,0.9563
Scotland N,2051,5,May,1.461,4.3839,3.0061,1.3778
Scotland N,2051,6,June,2.5377,2.7085,0.7688,1.9396
Scotland N,2051,7,July,2.5097,1.8207,0.1718,1.6489
Scotland N,2051,8,August,2.955,1.7186,0.0434,1.6752
Scotland N,2051,9,September,2.3756,3.7303,1.6474,2.0829
Scotland N,2051,10,October,2.3661,6.0223,3.7838,2.2384
Scotland N,2051,11,November,1.8728,9.9362,8.0762,1.86
Scotland N,2051,12,December,1.6769,10.628,8.9578,1.6702
Scotland N,2052,1,January,1.9311,12.6392,10.7096,1.9296
Scotland N,2052,2,February,1.3987,11.1931,9.7949,1.3982
Scotland N,2052,3,March,1.6624,8.9231,7.2614,1.6617
Scotland N,2052,4,April,1.8599,7.3085,5.4614,1.8471
Scotland N,2052,5,May,2.3294,4.3839,2.2582,2.1257
Scotland N,2052,6,June,2.2719,2.7085,0.9167,1.7918
Scotland N,2052,7,July,2.376,1.8207,0.2091,1.6116
Scotland N,2052,8,August,3.1325,1.7186,0.0289,1.6897
Scotland N,2052,9,September,2.9497,3.7303,1.2496,2.4806
Scotland N,2052,10,October,3.1461,6.0223,3.1082,2.914
Scotland N,2052,11,November,2.6763,9.9362,7.2865,2.6498
Scotland N,2052,12,December,2.1006,10.628,8.5377,2.0903
Scotland N,2053,1,January,1.9833,12.6392,10.6575,1.9817
Scotland N,2053,2,February,1.2999,11.1931,9.8937,1.2994
Scotland N,2053,3,March,1.9914,8.9231,6.9329,1.9902
Scotland N,2053,4,April,2.0058,7.3085,5.318,1.9905
Scotland N,2053,5,May,1.5928,4.3839,2.8881,1.4958
Scotland N,2053,6,June,2.1169,2.7085,1.0101,1.6984
Scotland N,2053,7,July,2.4888,1.8207,0.1773,1.6434
Scotland N,2053,8,August,2.7481,1.7186,0.0675,1.6511
Scotland N,2053,9,September,2.9256,3.7303,1.2652,2.465
Scotland N,2053,10,October,2.3816,6.0223,3.77,2.2522
Scotland N,2053,11,November,2.1071,9.9362,7.8452,2.091
Scotland N,2053,12,December,1.5049,10.628,9.1286,1.4994
Scotland N,2054,1,January,1.9587,12.6392,10.6821,1.9572
Scotland N,2054,2,February,0.8088,11.1931,10.3846,0.8085
Scotland N,2054,3,March,1.8312,8.9231,7.0928,1.8302
Scotland N,2054,4,April,1.7879,7.3085,5.5324,1.7761
Scotland N,2054,5,May,2.2163,4.3839,2.3512,2.0327
Scotland N,2054,6,June,1.4212,2.7085,1.4903,1.2181
Scotland N,2054,7,July,2.2584,1.8207,0.2465,1.5742
Scotland N,2054,8,August,2.432,1.7186,0.1241,1.5945
Scotland N,2054,9,September,2.4561,3.7303,1.5883,2.142
Scotland N,2054,10,October,2.7266,6.0223,3.466,2.5562
Scotland N,2054,11,November,2.3103,9.9362,7.6453,2.291
Scotland N,2054,12,December,1.7939,10.628,8.8417,1.7863
Scotland N,2055,1,January,1.5222,12.6392,11.118,1.5212
Scotland N,2055,2,February,1.9869,11.1931,9.2074,1.9857
Scotland N,2055,3,March,1.8331,8.9231,7.0909,1.8321
Scotland N,2055,4,April,1.5982,7.3085,5.7195,1.589
Scotland N,2055,5,May,2.4345,4.3839,2.1731,2.2108
Scotland N,2055,6,June,2.7448,2.7085,0.6646,2.0439
Scotland N,2055,7,July,2.4725,1.8207,0.1817,1.639
Scotland N,2055,8,August,2.4192,1.7186,0.127,1.5916
Scotland N,2055,9,September,2.8489,3.7303,1.3154,2.4149
Scotland N,2055,10,October,2.7338,6.0223,3.4597,2.5625
Scotland N,2055,11,November,2.6072,9.9362,7.354,2.5822
Scotland N,2055,12,December,2.5483,10.628,8.0952,2.5327
Scotland N,2056,1,January,1.9827,12.6392,10.6581,1.9811
Scotland N,2056,2,February,1.7902,11.1931,9.4039,1.7893
Scotland N,2056,3,March,1.6193,8.9231,7.3044,1.6186
Scotland N,2056,4,April,1.7076,7.3085,5.6114,1.697
Scotland N,2056,5,May,1.8107,4.3839,2.6963,1.6877
Scotland N,2056,6,June,1.9911,2.7085,1.0897,1.6188
Scotland N,2056,7,July,2.5301,1.8207,0.1666,1.6541
Scotland N,2056,8,August,3.0998,1.7186,0.0312,1.6874
Scotland N,2056,9,September,3.3113,3.7303,1.0294,2.7009
Scotland N,2056,10,October,3.1066,6.0223,3.1413,2.881
Scotland N,2056,11,November,2.702,9.9362,7.2614,2.6748
Scotland N,2056,12,December,2.0054,10.628,8.632,1.996
Scotland N,2057,1,January,1.4742,12.6392,11.1659,1.4734
Scotland N,2057,2,February,2.1259,11.1931,9.0687,2.1244
Scotland N,2057,3,March,1.4907,8.9231,7.4329,1.4902
Scotland N,2057,4,April,1.4298,7.3085,5.886,1.4225
Scotland N,2057,5,May,2.2956,4.3839,2.2859,2.098
Scotland N,2057,6,June,2.9044,2.7085,0.5908,2.1176
Scotland N,2057,7,July,2.8064,1.8207,0.1072,1.7135
Scotland N,2057,8,August,2.9746,1.7186,0.0416,1.677
Scotland N,2057,9,September,3.3284,3.7303,1.0196,2.7107
