district,year,month,month_name,delta_T_mean,baseline_hdd_per_day,projected_hdd_per_day,hdd_reduction
England NW and N Wales,2072,6,June,3.8978,1.6599,0.0414,1.6185
England NW and N Wales,2072,7,July,4.8463,0.9556,0.0,0.9556
England NW and N Wales,2072,8,August,5.6742,0.875,0.0,0.875
England NW and N Wales,2072,9,September,4.6891,2.2197,0.0936,2.1261
England NW and N Wales,2072,10,October,4.5893,4.1987,0.7254,3.4733
England NW and N Wales,2072,11,November,3.6481,8.1064,4.6695,3.4369
England NW and N Wales,2072,12,December,3.4299,8.4037,5.0085,3.3952
England NW and N Wales,2073,1,January,2.1792,11.3743,9.1978,2.1765
England NW and N Wales,2073,2,February,2.2951,9.0717,6.7851,2.2866
England NW and N Wales,2073,3,March,3.2278,7.5195,4.3243,3.1952
England NW and N Wales,2073,4,April,2.4181,5.6534,3.279,2.3744
England NW and N Wales,2073,5,May,3.9536,3.0043,0.3892,2.6151
England NW and N Wales,2073,6,June,3.6959,1.6599,0.0557,1.6042
England NW and N Wales,2073,7,July,3.7413,0.9556,0.0002,0.9553
England NW and N Wales,2073,8,August,4.8277,0.875,0.0,0.875
England NW and N Wales,2073,9,September,4.4132,2.2197,0.1239,2.0958
England NW and N Wales,2073,10,October,4.7206,4.1987,0.6707,3.528
England NW and N Wales,2073,11,November,3.6746,8.1064,4.6464,3.46
England NW and N Wales,2073,12,December,3.1262,8.4037,5.3033,3.1004
England NW and N Wales,2074,1,January,2.9782,11.3743,8.4024,2.9719
England NW and N Wales,2074,2,February,2.9379,9.0717,6.1505,2.9211
England NW and N Wales,2074,3,March,2.3876,7.5195,5.1443,2.3752
England NW and N Wales,2074,4,April,2.5751,5.6534,3.131,2.5224
England NW and N Wales,2074,5,May,3.0176,3.0043,0.7576,2.2468
England NW and N Wales,2074,6,June,3.1357,1.6599,0.1182,1.5417
England NW and N Wales,2074,7,July,3.4981,0.9556,0.0006,0.955
England NW and N Wales,2074,8,August,4.426,0.875,0.0,0.875
England NW and N Wales,2074,9,September,3.8715,2.2197,0.2068,2.0129
England NW and N Wales,2074,10,October,4.2613,4.1987,0.8747,3.324
England NW and N Wales,2074,11,November,3.9173,8.1064,4.4357,3.6707
England NW and N Wales,2074,12,December,3.3687,8.4037,5.0678,3.3359
England NW and N Wales,2075,1,January,2.7004,11.3743,8.6787,2.6955
England NW and N Wales,2075,2,February,2.3822,9.0717,6.6988,2.3729
England NW and N Wales,2075,3,March,2.9879,7.5195,4.5567,2.9628
England NW and N Wales,2075,4,April,2.4566,5.6534,3.2425,2.4109
England NW and N Wales,2075,5,May,3.0719,3.0043,0.7315,2.2728
England NW and N Wales,2075,6,June,3.5017,1.6599,0.0731,1.5868
England NW and N Wales,2075,7,July,4.8714,0.9556,0.0,0.9556
England NW and N Wales,2075,8,August,5.6312,0.875,0.0,0.875
England NW and N Wales,2075,9,September,4.952,2.2197,0.0707,2.149
England NW and N Wales,2075,10,October,4.6046,4.1987,0.7188,3.4799
England NW and N Wales,2075,11,November,3.9486,8.1064,4.4088,3.6976
England NW and N Wales,2075,12,December,3.439,8.4037,4.9998,3.4039
England NW and N Wales,2076,1,January,3.104,11.3743,8.2775,3.0968
England NW and N Wales,2076,2,February,2.4616,9.0717,6.6203,2.4514
England NW and N Wales,2076,3,March,3.084,7.5195,4.4633,3.0562
England NW and N Wales,2076,4,April,3.0344,5.6534,2.7076,2.9458
England NW and N Wales,2076,5,May,3.674,3.0043,0.4817,2.5226
England NW and N Wales,2076,6,June,4.2016,1.6599,0.0259,1.634
England NW and N Wales,2076,7,July,5.4963,0.9556,0.0,0.9556
England NW and N Wales,2076,8,August,6.1052,0.875,0.0,0.875
England NW and N Wales,2076,9,September,5.032,2.2197,0.0647,2.155
England NW and N Wales,2076,10,October,4.4311,4.1987,0.7951,3.4036
England NW and N Wales,2076,11,November,3.8207,8.1064,4.5192,3.5872
England NW and N Wales,2076,12,December,3.7262,8.4037,4.7234,3.6803
England NW and N Wales,2077,1,January,2.4947,11.3743,8.8835,2.4908
England NW and N Wales,2077,2,February,2.7025,9.0717,6.3823,2.6894
England NW and N Wales,2077,3,March,2.6066,7.5195,4.929,2.5905
England NW and N Wales,2077,4,April,2.6578,5.6534,3.0537,2.5997
England NW and N Wales,2077,5,May,3.0062,3.0043,0.7631,2.2412
England NW and N Wales,2077,6,June,3.1115,1.6599,0.1219,1.538
England NW and N Wales,2077,7,July,4.4064,0.9556,0.0,0.9555
England NW and N Wales,2077,8,August,5.3427,0.875,0.0,0.875
England NW and N Wales,2077,9,September,4.4401,2.2197,0.1206,2.0991
England NW and N Wales,2077,10,October,4.4308,4.1987,0.7952,3.4035
England NW and N Wales,2077,11,November,3.6997,8.1064,4.6244,3.482
England NW and N Wales,2077,12,December,3.5017,8.4037,4.9392,3.4645
England NW and N Wales,2078,1,January,2.4387,11.3743,8.9393,2.435
England NW and N Wales,2078,2,February,2.5041,9.0717,6.5782,2.4934
England NW and N Wales,2078,3,March,2.5874,7.5195,4.9479,2.5716
England NW and N Wales,2078,4,April,2.8623,5.6534,2.8644,2.789
England NW and N Wales,2078,5,May,3.1437,3.0043,0.698,2.3064
England NW and N Wales,2078,6,June,4.3958,1.6599,0.0188,1.6411
England NW and N Wales,2078,7,July,4.7657,0.9556,0.0,0.9556
England NW and N Wales,2078,8,August,5.5804,0.875,0.0,0.875
England NW and N Wales,2078,9,September,5.073,2.2197,0.0618,2.1579
England NW and N Wales,2078,10,October,4.7461,4.1987,0.6604,3.5383
England NW and N Wales,2078,11,November,3.9624,8.1064,4.3969,3.7095
England NW and N Wales,2078,12,December,3.4712,8.4037,4.9686,3.4351
England NW and N Wales,2079,1,January,3.1185,11.3743,8.263,3.1113
England NW and N Wales,2079,2,February,3.4117,9.0717,5.6865,3.3851
England NW and N Wales,2079,3,March,2.8907,7.5195,4.6512,2.8683
